PH, moisture
82000, 61, 5168
84000, 66, 5045
86000, 74, 5035
88000, 79, 5149
90000, 69, 5165
92000, 68, 5132
94000, 73, 5196
96000, 61, 5099
98000, 78, 5181
100000, 79, 5027
102000, 73, 5087
104000, 75, 5144
106000, 64, 5053
108000, 66, 5181
110000, 72, 5104
112000, 69, 5081
114000, 63, 5047
116000, 76, 5168
118000, 68, 5012
120000, 62, 5155
122000, 75, 5007
124000, 64, 5086
126000, 62, 5006
128000, 63, 5001
130000, 74, 5080
132000, 75, 5061
134000, 68, 5051
136000, 72, 5176
138000, 67, 5154
140000, 77, 5138
142000, 78, 5148
144000, 73, 5110
146000, 61, 5031
148000, 66, 5145
150000, 71, 5194
152000, 70, 5106
154000, 62, 5097
156000, 67, 5168
158000, 75, 5078
160000, 64, 5106
162000, 65, 5101
164000, 68, 5138
166000, 60, 5078
168000, 66, 5184
170000, 61, 5142
172000, 76, 5004
174000, 62, 5005
176000, 65, 5147
178000, 62, 5141
180000, 60, 5125
182000, 61, 5192
184000, 62, 5006
186000, 76, 5079
188000, 74, 5147
190000, 74, 5100
192000, 64, 5001
194000, 75, 5032
196000, 69, 5086
198000, 67, 5017
200000, 64, 5094
202000, 78, 5189
204000, 69, 5130
206000, 64, 5126
208000, 60, 5015
210000, 73, 5063
212000, 75, 5028
214000, 61, 5101
216000, 64, 5034
218000, 60, 5041
220000, 66, 5192
222000, 77, 5045
224000, 68, 5073
226000, 62, 5159
228000, 68, 5032
230000, 63, 5109
232000, 69, 5091
234000, 62, 5013
236000, 72, 5098
238000, 74, 5029
240000, 76, 5005
242000, 76, 5077
244000, 69, 5160
246000, 76, 5128
248000, 71, 5026
250000, 73, 5097
252000, 64, 5091
254000, 73, 5087
256000, 73, 5081
258000, 74, 5194
260000, 65, 5139
262000, 65, 5130
264000, 73, 5075
266000, 66, 5182
268000, 67, 5087
270000, 63, 5010
272000, 71, 5195
274000, 60, 5132
276000, 67, 5045
278000, 75, 5196
280000, 65, 5198
282000, 73, 5187
284000, 69, 5061
286000, 77, 5080
288000, 63, 5197
290000, 76, 5093
292000, 73, 5126
294000, 63, 5054
296000, 63, 5152
298000, 75, 5006
300000, 62, 5035
302000, 68, 5091
304000, 64, 5178
306000, 63, 5042
308000, 75, 5139
310000, 71, 5007
312000, 67, 5055
314000, 72, 5132
316000, 79, 5172
318000, 66, 5147
320000, 69, 5103
322000, 60, 5035
324000, 72, 5143
326000, 62, 5131
328000, 65, 5049
330000, 71, 5160
332000, 79, 5193
334000, 67, 5066
336000, 67, 5045
338000, 63, 5148
340000, 74, 5142
342000, 61, 5090
344000, 70, 5139
346000, 69, 5037
348000, 79, 5057
350000, 65, 5154
352000, 65, 5090
354000, 74, 5065
356000, 76, 5158
358000, 70, 5125
360000, 74, 5076
362000, 67, 5075
364000, 79, 5025
366000, 73, 5018
368000, 73, 5156
370000, 75, 5144
372000, 64, 5036
374000, 72, 5049
376000, 78, 5086
378000, 68, 5139
380000, 79, 5156
382000, 78, 5064
384000, 79, 5012
386000, 62, 5053
388000, 77, 5093
390000, 78, 5183
392000, 67, 5099
394000, 71, 5166
396000, 65, 5142
398000, 77, 5065
400000, 79, 5102
402000, 65, 5109
404000, 60, 5105
406000, 62, 5007
408000, 70, 5074
410000, 66, 5197
412000, 67, 5105
414000, 62, 5150
416000, 67, 5071
418000, 60, 5182
420000, 67, 5197
422000, 69, 5196
424000, 64, 5095
426000, 75, 5153
428000, 77, 5090
430000, 71, 5012
432000, 67, 5190
434000, 61, 5119
436000, 74, 5016
438000, 79, 5175
440000, 66, 5171
442000, 62, 5139
444000, 66, 5114
446000, 78, 5152
448000, 63, 5146
450000, 73, 5077
452000, 72, 5038
454000, 79, 5121
456000, 64, 5084
458000, 66, 5088
460000, 65, 5199
462000, 65, 5055
464000, 70, 5189
466000, 72, 5090
468000, 67, 5195
470000, 65, 5184
472000, 65, 5053
474000, 69, 5134
476000, 68, 5097
478000, 68, 5009
480000, 65, 5019
482000, 73, 5054
484000, 74, 5052
486000, 78, 5152
488000, 67, 5050
490000, 72, 5100
492000, 79, 5062
494000, 62, 5044
496000, 60, 5140
498000, 70, 5141
500000, 70, 5164
502000, 66, 5024
504000, 73, 5109
506000, 66, 5012
508000, 67, 5057
510000, 62, 5094
512000, 73, 5012
514000, 64, 5013
516000, 66, 5009
518000, 66, 5171
520000, 79, 5094
522000, 67, 5041
524000, 69, 5139
526000, 73, 5148
528000, 74, 5101
530000, 69, 5170
532000, 64, 5096
534000, 70, 5192
536000, 68, 5085
538000, 77, 5067
540000, 61, 5101
542000, 77, 5118
544000, 64, 5069
546000, 69, 5191
548000, 75, 5179
550000, 60, 5079
552000, 76, 5094
554000, 64, 5007
556000, 78, 5191
558000, 76, 5136
560000, 66, 5024
562000, 78, 5023
564000, 70, 5020
566000, 64, 5182
568000, 65, 5133
570000, 79, 5106
572000, 74, 5170
574000, 71, 5002
576000, 72, 5048
578000, 74, 5107
580000, 61, 5141
582000, 61, 5190
584000, 76, 5076
586000, 63, 5198
588000, 62, 5115
590000, 67, 5066
592000, 69, 5001
594000, 61, 5155
596000, 63, 5017
598000, 76, 5140
600000, 77, 5076
602000, 66, 5194
604000, 69, 5125
606000, 65, 5183
