PH, moisture
82000, 60, 5062
84000, 73, 5174
86000, 72, 5090
88000, 74, 5188
90000, 79, 5105
92000, 61, 5016
94000, 69, 5132
96000, 61, 5151
98000, 71, 5199
100000, 62, 5071
102000, 64, 5196
104000, 69, 5068
106000, 64, 5010
108000, 69, 5178
110000, 71, 5091
112000, 64, 5175
114000, 67, 5099
116000, 66, 5098
118000, 65, 5189
120000, 74, 5067
122000, 78, 5185
124000, 78, 5017
126000, 77, 5108
128000, 66, 5160
130000, 72, 5140
132000, 71, 5069
134000, 70, 5065
136000, 64, 5032
138000, 67, 5012
140000, 76, 5077
142000, 68, 5132
144000, 79, 5087
146000, 61, 5128
148000, 72, 5008
150000, 65, 5040
152000, 72, 5098
154000, 67, 5121
156000, 71, 5048
158000, 65, 5129
160000, 76, 5181
162000, 73, 5072
164000, 64, 5026
166000, 61, 5091
168000, 61, 5120
170000, 72, 5179
172000, 63, 5080
174000, 73, 5118
176000, 63, 5030
178000, 71, 5164
180000, 60, 5034
182000, 72, 5122
184000, 73, 5081
186000, 78, 5174
188000, 65, 5103
190000, 70, 5029
192000, 70, 5025
194000, 60, 5154
196000, 72, 5064
198000, 63, 5010
200000, 71, 5119
202000, 73, 5118
204000, 74, 5148
206000, 69, 5151
208000, 77, 5197
210000, 65, 5163
212000, 75, 5015
214000, 66, 5175
216000, 65, 5096
218000, 75, 5138
220000, 78, 5184
222000, 63, 5014
224000, 60, 5114
226000, 66, 5019
228000, 68, 5150
230000, 63, 5180
232000, 75, 5056
234000, 74, 5096
236000, 75, 5006
238000, 78, 5077
240000, 76, 5130
242000, 65, 5111
244000, 68, 5056
246000, 71, 5149
248000, 70, 5162
250000, 65, 5163
252000, 68, 5129
254000, 61, 5192
256000, 79, 5111
258000, 78, 5071
260000, 66, 5115
262000, 64, 5108
264000, 67, 5151
266000, 66, 5178
268000, 64, 5141
270000, 78, 5139
272000, 62, 5147
274000, 79, 5132
276000, 64, 5040
278000, 70, 5076
280000, 69, 5071
282000, 65, 5031
284000, 71, 5010
286000, 64, 5145
288000, 62, 5094
290000, 61, 5019
292000, 71, 5092
294000, 70, 5038
296000, 68, 5136
298000, 75, 5024
300000, 67, 5103
302000, 73, 5153
304000, 73, 5020
306000, 62, 5081
308000, 67, 5053
310000, 77, 5121
312000, 60, 5160
314000, 72, 5040
316000, 62, 5135
318000, 70, 5144
320000, 63, 5170
322000, 70, 5081
324000, 63, 5032
326000, 66, 5103
328000, 63, 5037
330000, 61, 5035
332000, 60, 5000
334000, 74, 5112
336000, 62, 5020
338000, 72, 5076
340000, 68, 5145
342000, 74, 5155
344000, 76, 5097
346000, 60, 5131
348000, 60, 5112
350000, 61, 5177
352000, 78, 5043
354000, 63, 5180
356000, 67, 5081
358000, 68, 5088
360000, 74, 5028
362000, 70, 5108
364000, 75, 5027
366000, 75, 5135
368000, 72, 5027
370000, 75, 5184
372000, 65, 5098
374000, 67, 5098
376000, 63, 5168
378000, 75, 5119
380000, 75, 5041
382000, 74, 5013
384000, 73, 5113
386000, 72, 5047
388000, 78, 5190
390000, 73, 5086
392000, 63, 5175
394000, 79, 5189
396000, 64, 5016
398000, 78, 5027
400000, 72, 5080
402000, 69, 5030
404000, 71, 5153
406000, 75, 5106
408000, 68, 5041
410000, 79, 5069
412000, 61, 5062
414000, 69, 5094
416000, 74, 5157
418000, 61, 5138
420000, 63, 5139
422000, 76, 5157
424000, 67, 5017
426000, 73, 5123
428000, 69, 5100
430000, 70, 5113
432000, 63, 5140
434000, 69, 5142
436000, 70, 5097
438000, 79, 5168
440000, 76, 5152
442000, 73, 5026
444000, 64, 5136
446000, 73, 5161
448000, 67, 5172
450000, 67, 5027
452000, 69, 5107
454000, 69, 5171
456000, 67, 5008
458000, 67, 5126
460000, 64, 5167
462000, 66, 5164
464000, 66, 5049
466000, 66, 5105
468000, 61, 5034
470000, 62, 5072
472000, 65, 5006
474000, 68, 5061
476000, 72, 5083
478000, 67, 5096
480000, 69, 5195
482000, 70, 5163
484000, 73, 5078
486000, 71, 5195
488000, 69, 5120
490000, 64, 5120
492000, 60, 5106
494000, 66, 5130
496000, 67, 5123
498000, 65, 5032
500000, 63, 5096
502000, 68, 5125
504000, 68, 5002
506000, 73, 5113
508000, 62, 5073
510000, 60, 5139
512000, 76, 5041
514000, 79, 5069
516000, 71, 5164
518000, 76, 5193
520000, 69, 5114
522000, 68, 5158
524000, 74, 5196
526000, 68, 5184
528000, 69, 5076
530000, 78, 5050
532000, 72, 5012
534000, 78, 5044
536000, 70, 5172
538000, 64, 5137
540000, 79, 5066
542000, 73, 5074
544000, 71, 5001
546000, 77, 5019
548000, 63, 5045
550000, 62, 5043
552000, 75, 5108
554000, 73, 5095
556000, 73, 5092
558000, 64, 5034
560000, 70, 5046
562000, 69, 5093
564000, 67, 5178
566000, 62, 5089
568000, 62, 5161
570000, 74, 5192
572000, 76, 5178
574000, 64, 5028
576000, 69, 5045
578000, 76, 5115
580000, 69, 5171
582000, 72, 5155
584000, 75, 5171
586000, 70, 5159
588000, 70, 5086
590000, 66, 5190
592000, 61, 5162
594000, 67, 5054
596000, 65, 5092
598000, 66, 5139
600000, 65, 5083
602000, 74, 5119
604000, 72, 5027
606000, 77, 5169
608000, 68, 5198
610000, 66, 5165
612000, 69, 5135
614000, 64, 5188
616000, 67, 5069
618000, 60, 5104
620000, 71, 5191
622000, 70, 5160
624000, 65, 5060
626000, 66, 5192
628000, 78, 5110
630000, 62, 5092
632000, 65, 5136
634000, 69, 5145
636000, 68, 5083
638000, 73, 5072
640000, 75, 5175
642000, 78, 5130
644000, 76, 5192
646000, 75, 5149
648000, 63, 5047
650000, 79, 5021
652000, 75, 5055
654000, 63, 5127
656000, 78, 5175
658000, 67, 5150
660000, 79, 5187
662000, 77, 5014
664000, 73, 5194
666000, 60, 5076
668000, 71, 5154
670000, 66, 5079
672000, 70, 5049
674000, 62, 5094
676000, 65, 5076
678000, 75, 5055
680000, 70, 5172
682000, 78, 5166
684000, 79, 5075
686000, 78, 5182
688000, 60, 5106
690000, 67, 5003
692000, 73, 5007
694000, 74, 5036
696000, 77, 5186
698000, 64, 5186
700000, 74, 5067
702000, 71, 5164
704000, 71, 5028
706000, 63, 5149
708000, 60, 5100
710000, 69, 5117
712000, 66, 5022
714000, 66, 5148
716000, 77, 5143
718000, 64, 5010
720000, 70, 5194
722000, 67, 5007
724000, 68, 5191
726000, 77, 5186
728000, 70, 5189
730000, 75, 5096
732000, 71, 5013
734000, 77, 5038
736000, 76, 5179
738000, 77, 5175
740000, 77, 5113
742000, 75, 5149
744000, 67, 5059
746000, 78, 5151
748000, 75, 5092
750000, 63, 5161
752000, 76, 5199
754000, 72, 5113
756000, 60, 5154
758000, 78, 5086
760000, 70, 5081
762000, 65, 5171
764000, 79, 5096
766000, 71, 5108
768000, 73, 5158
770000, 68, 5155
772000, 76, 5128
774000, 64, 5122
776000, 63, 5011
778000, 75, 5152
780000, 66, 5078
782000, 61, 5105
784000, 68, 5083
786000, 72, 5053
788000, 61, 5168
790000, 67, 5111
792000, 69, 5107
794000, 79, 5181
796000, 61, 5081
798000, 70, 5139
800000, 79, 5198
802000, 75, 5146
804000, 68, 5199
806000, 73, 5085
808000, 74, 5033
810000, 74, 5090
812000, 71, 5062
814000, 65, 5074
816000, 61, 5050
818000, 78, 5043
820000, 78, 5189
822000, 64, 5010
824000, 76, 5168
826000, 68, 5073
828000, 66, 5088
830000, 72, 5032
832000, 77, 5008
834000, 75, 5072
836000, 72, 5028
838000, 64, 5002
840000, 74, 5024
842000, 76, 5073
844000, 66, 5052
846000, 62, 5155
848000, 64, 5135
850000, 72, 5063
852000, 66, 5146
854000, 78, 5088
856000, 63, 5001
858000, 76, 5119
860000, 64, 5180
862000, 62, 5148
864000, 66, 5094
866000, 61, 5099
868000, 75, 5138
870000, 65, 5057
872000, 65, 5082
874000, 68, 5151
876000, 76, 5189
878000, 67, 5179
880000, 68, 5039
882000, 77, 5043
884000, 75, 5017
886000, 78, 5157
888000, 75, 5003
890000, 72, 5130
892000, 66, 5194
894000, 70, 5081
896000, 63, 5008
898000, 71, 5198
900000, 71, 5013
902000, 74, 5139
904000, 74, 5159
906000, 60, 5059
908000, 71, 5053
910000, 61, 5094
912000, 78, 5063
914000, 79, 5034
916000, 78, 5122
918000, 70, 5072
920000, 67, 5189
922000, 61, 5073
924000, 68, 5116
926000, 66, 5048
928000, 62, 5174
930000, 68, 5056
932000, 78, 5087
934000, 60, 5180
936000, 64, 5169
938000, 71, 5160
940000, 62, 5191
942000, 78, 5179
944000, 78, 5033
946000, 62, 5161
948000, 60, 5038
950000, 63, 5005
952000, 62, 5072
954000, 60, 5120
956000, 60, 5063
958000, 68, 5119
960000, 71, 5008
962000, 62, 5144
964000, 60, 5194
966000, 60, 5089
968000, 73, 5103
970000, 68, 5018
972000, 75, 5111
974000, 79, 5040
976000, 66, 5054
978000, 76, 5105
980000, 73, 5147
982000, 66, 5060
984000, 68, 5007
986000, 62, 5081
988000, 74, 5021
990000, 62, 5100
992000, 79, 5059
994000, 73, 5047
996000, 64, 5152
998000, 74, 5017
1000000, 61, 5118
1002000, 66, 5135
1004000, 76, 5074
1006000, 67, 5043
1008000, 70, 5106
1010000, 75, 5105
1012000, 63, 5152
1014000, 73, 5130
1016000, 66, 5061
1018000, 65, 5035
1020000, 60, 5193
1022000, 60, 5180
1024000, 63, 5076
1026000, 61, 5026
1028000, 77, 5187
1030000, 68, 5052
1032000, 68, 5097
1034000, 64, 5023
1036000, 73, 5170
1038000, 71, 5109
1040000, 67, 5037
1042000, 63, 5035
1044000, 75, 5197
1046000, 70, 5003
