PH, moisture
82000, 78, 5021
84000, 69, 5033
86000, 72, 5099
88000, 73, 5096
90000, 68, 5128
92000, 68, 5037
94000, 61, 5016
96000, 66, 5050
98000, 66, 5182
100000, 68, 5101
102000, 76, 5110
104000, 74, 5025
106000, 73, 5157
108000, 79, 5027
110000, 60, 5035
112000, 66, 5072
114000, 61, 5184
116000, 65, 5013
118000, 64, 5145
120000, 70, 5029
122000, 64, 5085
124000, 60, 5043
126000, 79, 5186
128000, 73, 5045
130000, 69, 5021
132000, 66, 5120
134000, 70, 5155
136000, 62, 5014
138000, 71, 5055
140000, 69, 5084
142000, 70, 5176
144000, 62, 5049
146000, 61, 5055
148000, 72, 5065
150000, 78, 5047
152000, 66, 5119
154000, 71, 5115
156000, 69, 5105
158000, 68, 5045
160000, 73, 5150
162000, 71, 5121
164000, 63, 5046
166000, 68, 5198
168000, 62, 5003
170000, 79, 5072
172000, 75, 5171
174000, 63, 5186
176000, 63, 5042
178000, 79, 5046
180000, 71, 5096
182000, 70, 5063
184000, 68, 5057
186000, 77, 5185
188000, 69, 5098
190000, 79, 5147
192000, 61, 5156
194000, 74, 5094
196000, 74, 5196
198000, 65, 5127
200000, 61, 5099
202000, 64, 5048
204000, 75, 5107
206000, 65, 5050
208000, 71, 5077
210000, 77, 5030
212000, 76, 5121
214000, 74, 5171
216000, 71, 5139
218000, 63, 5003
220000, 70, 5103
222000, 74, 5056
224000, 67, 5029
226000, 71, 5122
228000, 71, 5078
230000, 64, 5087
232000, 72, 5065
234000, 76, 5071
236000, 64, 5013
238000, 74, 5045
240000, 74, 5059
242000, 66, 5047
244000, 68, 5101
246000, 77, 5191
248000, 73, 5145
250000, 61, 5101
252000, 73, 5175
254000, 72, 5150
256000, 67, 5153
258000, 60, 5042
260000, 60, 5178
262000, 79, 5158
264000, 61, 5049
266000, 78, 5047
268000, 73, 5125
270000, 71, 5146
272000, 79, 5116
274000, 79, 5135
276000, 66, 5127
278000, 70, 5060
280000, 71, 5016
282000, 73, 5183
284000, 70, 5024
286000, 77, 5005
288000, 61, 5009
290000, 68, 5036
292000, 76, 5128
294000, 66, 5136
296000, 64, 5019
298000, 78, 5160
300000, 79, 5100
302000, 68, 5093
304000, 69, 5172
306000, 63, 5004
308000, 70, 5197
310000, 70, 5181
312000, 70, 5122
314000, 73, 5124
316000, 62, 5164
318000, 72, 5114
320000, 64, 5188
322000, 67, 5034
324000, 75, 5053
326000, 61, 5027
328000, 62, 5004
330000, 63, 5193
332000, 75, 5146
334000, 60, 5198
336000, 78, 5025
338000, 64, 5058
340000, 77, 5194
342000, 69, 5004
344000, 63, 5023
346000, 60, 5062
348000, 64, 5109
350000, 76, 5182
352000, 70, 5143
354000, 63, 5070
356000, 79, 5167
358000, 61, 5090
360000, 60, 5187
362000, 71, 5170
364000, 60, 5031
366000, 64, 5043
368000, 62, 5056
370000, 67, 5085
372000, 71, 5017
374000, 61, 5168
376000, 60, 5152
378000, 73, 5065
380000, 66, 5077
382000, 63, 5098
384000, 66, 5198
386000, 67, 5035
388000, 76, 5163
390000, 63, 5029
392000, 78, 5037
394000, 69, 5062
396000, 73, 5187
398000, 76, 5189
400000, 75, 5156
402000, 72, 5111
404000, 61, 5010
406000, 75, 5015
408000, 73, 5112
410000, 65, 5126
412000, 74, 5171
414000, 71, 5172
416000, 70, 5142
418000, 62, 5153
420000, 67, 5016
422000, 63, 5184
424000, 66, 5123
426000, 62, 5055
428000, 79, 5167
430000, 67, 5027
432000, 68, 5171
434000, 72, 5133
436000, 63, 5096
438000, 62, 5111
440000, 79, 5106
442000, 79, 5039
444000, 68, 5011
446000, 66, 5184
448000, 70, 5198
450000, 60, 5077
452000, 76, 5007
454000, 78, 5008
456000, 67, 5115
458000, 68, 5116
460000, 79, 5007
462000, 75, 5018
464000, 60, 5116
466000, 74, 5172
468000, 78, 5156
470000, 68, 5149
472000, 64, 5087
474000, 73, 5084
476000, 62, 5164
478000, 66, 5034
480000, 72, 5174
482000, 69, 5141
484000, 70, 5148
486000, 65, 5153
488000, 73, 5002
490000, 63, 5077
492000, 71, 5041
494000, 63, 5052
496000, 64, 5143
498000, 65, 5144
500000, 77, 5157
502000, 70, 5008
504000, 76, 5105
506000, 61, 5130
508000, 73, 5165
510000, 69, 5041
512000, 77, 5059
514000, 65, 5054
516000, 62, 5079
518000, 75, 5183
520000, 60, 5153
522000, 65, 5176
524000, 78, 5059
526000, 76, 5051
528000, 60, 5137
530000, 73, 5030
532000, 64, 5051
534000, 78, 5060
536000, 74, 5152
538000, 69, 5126
540000, 71, 5067
542000, 67, 5020
544000, 77, 5098
546000, 60, 5172
548000, 70, 5023
550000, 79, 5044
552000, 69, 5002
554000, 70, 5019
556000, 79, 5152
558000, 73, 5061
560000, 75, 5051
562000, 79, 5090
564000, 60, 5121
566000, 68, 5092
568000, 68, 5074
570000, 70, 5084
572000, 66, 5140
574000, 65, 5114
576000, 73, 5085
578000, 73, 5153
580000, 61, 5189
582000, 77, 5128
584000, 65, 5094
586000, 68, 5194
588000, 77, 5048
590000, 76, 5026
592000, 67, 5154
594000, 72, 5062
596000, 76, 5168
598000, 69, 5032
600000, 69, 5147
602000, 63, 5031
604000, 64, 5044
606000, 61, 5083
608000, 69, 5196
610000, 61, 5096
612000, 62, 5067
614000, 65, 5147
616000, 64, 5047
618000, 61, 5108
620000, 67, 5195
622000, 70, 5127
624000, 73, 5195
626000, 78, 5019
628000, 64, 5177
630000, 74, 5024
632000, 76, 5040
634000, 77, 5165
636000, 75, 5001
638000, 63, 5156
640000, 71, 5066
642000, 67, 5181
644000, 69, 5115
646000, 61, 5114
648000, 79, 5020
650000, 66, 5118
652000, 70, 5000
654000, 63, 5175
656000, 71, 5052
658000, 68, 5056
660000, 75, 5016
662000, 60, 5061
664000, 68, 5151
666000, 61, 5178
668000, 68, 5163
670000, 70, 5130
672000, 78, 5069
674000, 75, 5034
676000, 77, 5023
678000, 73, 5120
680000, 79, 5020
682000, 71, 5013
684000, 77, 5012
686000, 77, 5018
688000, 68, 5119
690000, 65, 5026
692000, 75, 5055
694000, 74, 5007
696000, 62, 5175
698000, 64, 5109
700000, 61, 5018
702000, 70, 5189
704000, 64, 5179
706000, 64, 5071
708000, 73, 5080
710000, 69, 5127
712000, 72, 5098
714000, 66, 5148
716000, 78, 5186
718000, 62, 5057
720000, 76, 5143
722000, 67, 5116
724000, 71, 5055
726000, 63, 5050
728000, 77, 5163
730000, 79, 5145
732000, 70, 5063
734000, 75, 5084
736000, 67, 5162
738000, 68, 5049
740000, 72, 5193
742000, 76, 5128
744000, 65, 5039
746000, 68, 5138
748000, 72, 5027
750000, 75, 5168
752000, 60, 5195
754000, 74, 5059
756000, 68, 5048
758000, 75, 5073
760000, 71, 5058
762000, 72, 5115
764000, 74, 5127
766000, 64, 5133
768000, 72, 5141
770000, 64, 5006
772000, 70, 5085
774000, 73, 5174
776000, 76, 5106
778000, 62, 5001
780000, 65, 5053
782000, 60, 5017
784000, 67, 5077
786000, 62, 5195
788000, 77, 5008
790000, 79, 5057
792000, 60, 5179
794000, 79, 5000
796000, 76, 5036
798000, 68, 5145
800000, 79, 5077
802000, 67, 5122
804000, 76, 5114
806000, 77, 5162
808000, 70, 5168
810000, 79, 5097
812000, 62, 5106
814000, 60, 5052
816000, 65, 5168
818000, 72, 5078
820000, 77, 5127
822000, 64, 5118
824000, 75, 5008
826000, 70, 5098
828000, 69, 5135
830000, 60, 5094
832000, 70, 5060
834000, 78, 5019
836000, 60, 5024
838000, 69, 5015
840000, 65, 5012
842000, 71, 5097
844000, 74, 5131
846000, 61, 5067
848000, 69, 5114
850000, 76, 5088
852000, 62, 5106
854000, 60, 5181
856000, 65, 5159
858000, 71, 5054
860000, 74, 5004
862000, 75, 5095
864000, 69, 5020
866000, 61, 5005
868000, 67, 5111
870000, 70, 5132
872000, 62, 5126
874000, 76, 5156
876000, 75, 5198
878000, 65, 5052
880000, 76, 5137
882000, 69, 5196
884000, 64, 5130
886000, 70, 5024
888000, 66, 5018
890000, 78, 5135
892000, 74, 5067
894000, 76, 5074
896000, 60, 5195
898000, 76, 5062
900000, 62, 5197
902000, 66, 5010
904000, 70, 5188
906000, 73, 5156
908000, 72, 5096
910000, 74, 5065
912000, 71, 5197
914000, 72, 5129
916000, 76, 5037
918000, 69, 5196
920000, 64, 5198
922000, 71, 5139
924000, 69, 5152
926000, 68, 5171
928000, 70, 5124
930000, 66, 5035
932000, 77, 5048
934000, 68, 5095
936000, 75, 5048
938000, 78, 5121
940000, 63, 5156
942000, 71, 5176
944000, 72, 5021
946000, 60, 5105
948000, 75, 5069
950000, 73, 5187
952000, 68, 5064
954000, 76, 5146
956000, 79, 5173
958000, 64, 5059
960000, 72, 5178
962000, 66, 5074
964000, 73, 5084
966000, 62, 5076
968000, 78, 5081
970000, 71, 5021
972000, 73, 5092
974000, 63, 5168
976000, 61, 5112
978000, 76, 5005
980000, 76, 5037
982000, 70, 5161
984000, 75, 5063
986000, 64, 5123
988000, 63, 5187
990000, 70, 5066
992000, 70, 5133
994000, 68, 5139
996000, 76, 5166
998000, 71, 5189
1000000, 72, 5026
1002000, 60, 5004
1004000, 72, 5159
1006000, 70, 5011
1008000, 77, 5130
1010000, 66, 5094
1012000, 63, 5055
1014000, 65, 5162
1016000, 78, 5000
1018000, 78, 5193
1020000, 70, 5194
1022000, 75, 5199
1024000, 63, 5081
1026000, 64, 5032
1028000, 68, 5086
1030000, 74, 5102
1032000, 78, 5191
1034000, 60, 5197
1036000, 67, 5026
1038000, 68, 5014
1040000, 74, 5179
1042000, 77, 5171
1044000, 61, 5148
1046000, 66, 5191
1048000, 65, 5166
1050000, 77, 5054
1052000, 66, 5138
1054000, 72, 5149
1056000, 64, 5062
1058000, 61, 5139
1060000, 78, 5094
1062000, 67, 5073
1064000, 64, 5120
1066000, 63, 5157
1068000, 72, 5047
1070000, 61, 5174
1072000, 76, 5199
1074000, 65, 5053
1076000, 77, 5167
1078000, 77, 5037
1080000, 76, 5010
1082000, 65, 5116
1084000, 70, 5011
1086000, 73, 5159
1088000, 77, 5117
1090000, 75, 5073
1092000, 69, 5103
1094000, 65, 5006
