PH, moisture
82000, 63, 5008
84000, 60, 5072
86000, 76, 5065
88000, 60, 5161
90000, 62, 5105
92000, 68, 5186
94000, 75, 5071
96000, 79, 5037
98000, 61, 5051
100000, 61, 5072
102000, 70, 5149
104000, 63, 5142
106000, 71, 5187
108000, 78, 5163
110000, 76, 5030
112000, 73, 5138
114000, 78, 5019
116000, 65, 5009
118000, 70, 5114
120000, 67, 5141
122000, 74, 5012
124000, 76, 5194
126000, 79, 5050
128000, 69, 5186
130000, 67, 5064
132000, 65, 5065
134000, 68, 5154
136000, 67, 5113
138000, 69, 5099
140000, 63, 5095
142000, 62, 5178
144000, 66, 5028
146000, 66, 5078
148000, 75, 5178
150000, 76, 5080
152000, 74, 5024
154000, 67, 5112
156000, 68, 5099
158000, 63, 5087
160000, 76, 5063
162000, 76, 5174
164000, 75, 5168
166000, 67, 5011
168000, 71, 5102
170000, 75, 5004
172000, 62, 5099
174000, 62, 5103
176000, 71, 5191
178000, 79, 5143
180000, 60, 5063
182000, 76, 5167
184000, 66, 5084
186000, 73, 5023
188000, 75, 5178
190000, 77, 5073
192000, 74, 5195
194000, 78, 5185
196000, 78, 5072
198000, 70, 5069
200000, 70, 5183
202000, 76, 5146
204000, 79, 5174
206000, 70, 5176
208000, 69, 5124
210000, 76, 5086
212000, 73, 5051
214000, 74, 5180
216000, 69, 5144
218000, 62, 5037
220000, 75, 5150
222000, 67, 5046
224000, 76, 5138
226000, 67, 5190
228000, 74, 5024
230000, 69, 5092
232000, 70, 5069
234000, 70, 5150
236000, 78, 5137
238000, 64, 5030
240000, 63, 5115
242000, 66, 5066
244000, 69, 5028
246000, 74, 5111
248000, 79, 5108
250000, 65, 5162
252000, 60, 5017
254000, 78, 5144
256000, 73, 5183
258000, 65, 5095
260000, 63, 5105
262000, 62, 5095
264000, 70, 5183
266000, 73, 5021
268000, 76, 5139
270000, 68, 5085
272000, 71, 5112
274000, 79, 5190
276000, 73, 5091
278000, 74, 5138
280000, 68, 5049
282000, 70, 5058
284000, 67, 5194
286000, 70, 5090
288000, 73, 5073
290000, 64, 5107
292000, 67, 5082
294000, 65, 5180
296000, 72, 5112
298000, 62, 5171
300000, 72, 5071
302000, 74, 5021
304000, 60, 5190
306000, 71, 5151
308000, 65, 5074
310000, 74, 5057
312000, 69, 5040
314000, 60, 5113
316000, 60, 5168
318000, 79, 5106
320000, 67, 5164
