moisture (%)
85000, 3775
90000, 3831
95000, 3707
100000, 3794
105000, 3835
110000, 3846
115000, 3829
120000, 3777
125000, 3807
130000, 3736
135000, 3709
140000, 3734
145000, 3838
150000, 3741
155000, 3759
160000, 3784
165000, 3854
170000, 3834
175000, 3803
180000, 3720
185000, 3876
190000, 3816
195000, 3703
200000, 3841
205000, 3830
210000, 3773
215000, 3766
220000, 3841
225000, 3789
230000, 3872
235000, 3886
240000, 3731
245000, 3808
250000, 3778
255000, 3772
260000, 3793
265000, 3856
270000, 3819
275000, 3824
280000, 3839
285000, 3823
290000, 3814
295000, 3830
300000, 3884
305000, 3709
310000, 3854
315000, 3703
320000, 3884
325000, 3791
330000, 3728
335000, 3739
340000, 3845
345000, 3791
350000, 3795
355000, 3842
360000, 3733
365000, 3719
370000, 3708
375000, 3735
380000, 3872
385000, 3788
390000, 3786
395000, 3882
400000, 3868
405000, 3738
410000, 3708
415000, 3776
420000, 3841
425000, 3845
430000, 3787
435000, 3770
440000, 3716
445000, 3875
450000, 3896
455000, 3828
460000, 3772
465000, 3810
470000, 3798
475000, 3758
480000, 3736
485000, 3868
490000, 3780
495000, 3784
500000, 3858
505000, 3735
510000, 3819
515000, 3887
520000, 3887
525000, 3816
530000, 3726
535000, 3833
540000, 3739
545000, 3797
550000, 3867
555000, 3857
560000, 3702
565000, 3761
570000, 3768
575000, 3757
580000, 3764
585000, 3771
590000, 3782
595000, 3878
600000, 3736
605000, 3743
610000, 3777
615000, 3874
620000, 3882
625000, 3825
630000, 3776
635000, 3881
640000, 3841
645000, 3703
650000, 3723
655000, 3711
660000, 3720
665000, 3793
670000, 3837
675000, 3860
680000, 3717
685000, 3850
690000, 3861
695000, 3750
700000, 3716
705000, 3811
710000, 3753
715000, 3837
720000, 3731
725000, 3764
730000, 3858
735000, 3880
740000, 3755
745000, 3840
750000, 3821
755000, 3877
760000, 3729
765000, 3856
770000, 3813
775000, 3784
780000, 3704
785000, 3715
790000, 3860
795000, 3787
800000, 3797
805000, 3867
810000, 3807
815000, 3759
820000, 3889
825000, 3882
830000, 3789
835000, 3870
840000, 3859
845000, 3705
850000, 3872
855000, 3744
860000, 3775
865000, 3867
870000, 3852
875000, 3760
880000, 3708
885000, 3822
890000, 3864
895000, 3852
900000, 3738
905000, 3895
910000, 3749
915000, 3865
920000, 3810
925000, 3789
930000, 3761
935000, 3708
940000, 3874
945000, 3787
950000, 3850
955000, 3740
960000, 3882
965000, 3788
970000, 3818
975000, 3864
980000, 3814
985000, 3808
990000, 3812
995000, 3884
1000000, 3825
1005000, 3868
1010000, 3881
1015000, 3861
1020000, 3817
1025000, 3740
1030000, 3875
1035000, 3880
1040000, 3725
1045000, 3764
1050000, 3761
1055000, 3722
1060000, 3703
1065000, 3764
1070000, 3708
1075000, 3806
1080000, 3816
1085000, 3787
1090000, 3756
1095000, 3830
1100000, 3898
1105000, 3720
1110000, 3756
1115000, 3807
1120000, 3753
1125000, 3806
1130000, 3841
1135000, 3790
1140000, 3894
1145000, 3831
1150000, 3879
1155000, 3766
1160000, 3725
1165000, 3863
1170000, 3884
1175000, 3722
1180000, 3876
1185000, 3835
1190000, 3729
1195000, 3739
1200000, 3842
1205000, 3724
1210000, 3710
1215000, 3887
1220000, 3846
1225000, 3859
1230000, 3746
1235000, 3701
1240000, 3782
1245000, 3813
1250000, 3821
1255000, 3842
1260000, 3882
1265000, 3846
1270000, 3763
1275000, 3816
1280000, 3756
1285000, 3800
1290000, 3865
1295000, 3705
1300000, 3838
1305000, 3834
1310000, 3792
1315000, 3849
1320000, 3889
1325000, 3835
1330000, 3759
1335000, 3719
1340000, 3755
1345000, 3826
1350000, 3823
1355000, 3748
1360000, 3861
1365000, 3833
1370000, 3759
1375000, 3745
1380000, 3742
1385000, 3757
1390000, 3834
1395000, 3872
1400000, 3839
1405000, 3857
1410000, 3797
1415000, 3843
1420000, 3858
1425000, 3734
1430000, 3797
1435000, 3833
1440000, 3839
1445000, 3705
1450000, 3753
1455000, 3751
1460000, 3883
1465000, 3864
1470000, 3739
1475000, 3845
1480000, 3713
1485000, 3859
1490000, 3722
1495000, 3852
1500000, 3736
1505000, 3730
1510000, 3819
1515000, 3896
1520000, 3891
1525000, 3878
1530000, 3862
1535000, 3792
1540000, 3872
1545000, 3786
1550000, 3893
1555000, 3737
1560000, 3756
1565000, 3897
1570000, 3859
1575000, 3895
1580000, 3744
1585000, 3791
1590000, 3837
