PH, moisture
82000, 66, 5191
84000, 72, 5038
86000, 76, 5107
88000, 71, 5029
90000, 71, 5012
92000, 71, 5038
94000, 62, 5136
96000, 77, 5010
98000, 75, 5104
100000, 73, 5039
102000, 77, 5110
104000, 76, 5100
106000, 68, 5144
108000, 79, 5003
110000, 74, 5190
112000, 61, 5000
114000, 68, 5103
116000, 78, 5138
118000, 78, 5161
120000, 61, 5012
122000, 62, 5082
124000, 78, 5104
126000, 70, 5192
128000, 66, 5012
130000, 61, 5135
132000, 78, 5070
134000, 75, 5015
136000, 76, 5151
138000, 75, 5091
140000, 79, 5012
142000, 76, 5169
144000, 68, 5110
146000, 66, 5022
148000, 72, 5116
150000, 60, 5099
152000, 70, 5131
154000, 60, 5166
156000, 77, 5191
158000, 65, 5139
160000, 72, 5013
162000, 63, 5151
164000, 63, 5088
166000, 61, 5078
168000, 74, 5172
170000, 73, 5067
172000, 64, 5030
174000, 64, 5006
176000, 79, 5140
178000, 63, 5001
180000, 63, 5115
182000, 72, 5087
184000, 67, 5110
186000, 66, 5110
188000, 64, 5053
190000, 65, 5138
192000, 72, 5063
194000, 67, 5037
196000, 72, 5093
198000, 69, 5037
200000, 65, 5007
202000, 67, 5068
204000, 66, 5047
206000, 74, 5087
208000, 63, 5148
210000, 64, 5168
212000, 60, 5199
214000, 61, 5170
216000, 65, 5053
218000, 68, 5178
220000, 76, 5009
222000, 72, 5149
224000, 74, 5153
226000, 73, 5031
228000, 73, 5077
230000, 66, 5182
232000, 77, 5083
234000, 75, 5140
236000, 65, 5146
238000, 73, 5089
240000, 72, 5154
242000, 73, 5159
244000, 74, 5080
246000, 67, 5154
248000, 61, 5050
250000, 63, 5028
252000, 75, 5143
254000, 66, 5026
256000, 77, 5139
258000, 77, 5130
260000, 62, 5126
262000, 60, 5126
264000, 76, 5035
266000, 77, 5045
268000, 75, 5117
270000, 79, 5113
272000, 77, 5095
274000, 79, 5008
276000, 68, 5062
278000, 66, 5004
280000, 63, 5164
282000, 75, 5124
284000, 67, 5107
286000, 69, 5102
288000, 60, 5163
290000, 79, 5028
292000, 71, 5050
294000, 76, 5106
296000, 67, 5032
298000, 63, 5161
300000, 74, 5185
302000, 79, 5064
304000, 73, 5101
306000, 65, 5055
308000, 60, 5056
310000, 72, 5023
312000, 63, 5190
314000, 70, 5117
316000, 66, 5087
318000, 67, 5005
320000, 66, 5146
322000, 71, 5147
324000, 73, 5022
326000, 77, 5087
328000, 68, 5074
330000, 74, 5131
332000, 69, 5196
334000, 70, 5085
336000, 64, 5129
338000, 75, 5060
340000, 79, 5083
342000, 63, 5076
344000, 63, 5135
346000, 67, 5058
348000, 60, 5002
350000, 72, 5170
352000, 65, 5057
354000, 69, 5046
356000, 69, 5123
358000, 69, 5018
360000, 78, 5040
362000, 75, 5140
364000, 76, 5109
366000, 60, 5097
368000, 73, 5057
370000, 67, 5100
372000, 73, 5181
374000, 64, 5101
376000, 62, 5085
378000, 66, 5066
380000, 71, 5009
382000, 71, 5054
384000, 63, 5052
386000, 78, 5188
388000, 78, 5073
390000, 73, 5051
392000, 63, 5035
394000, 61, 5194
396000, 71, 5171
398000, 74, 5048
400000, 72, 5137
402000, 76, 5012
404000, 78, 5123
406000, 68, 5132
408000, 67, 5121
410000, 79, 5002
412000, 60, 5007
414000, 79, 5031
416000, 75, 5014
418000, 61, 5082
420000, 70, 5102
422000, 73, 5192
424000, 79, 5038
426000, 69, 5014
428000, 62, 5068
430000, 72, 5025
432000, 76, 5162
434000, 70, 5193
436000, 77, 5139
438000, 77, 5154
440000, 68, 5083
442000, 73, 5089
444000, 74, 5056
446000, 70, 5087
448000, 68, 5139
450000, 72, 5003
452000, 77, 5029
454000, 73, 5093
456000, 62, 5030
458000, 69, 5064
460000, 77, 5030
