PH, moisture
82000, 67, 5036
84000, 62, 5171
86000, 74, 5063
88000, 74, 5015
90000, 72, 5035
92000, 71, 5141
94000, 65, 5162
96000, 60, 5149
98000, 70, 5098
100000, 70, 5036
102000, 79, 5119
104000, 61, 5199
106000, 64, 5177
108000, 68, 5126
110000, 70, 5154
112000, 78, 5062
114000, 77, 5094
116000, 79, 5019
118000, 65, 5160
120000, 62, 5142
122000, 71, 5104
124000, 63, 5176
126000, 63, 5128
128000, 77, 5127
130000, 74, 5140
132000, 68, 5104
134000, 65, 5080
136000, 75, 5160
138000, 68, 5078
140000, 69, 5181
142000, 73, 5175
144000, 71, 5024
146000, 70, 5007
148000, 74, 5052
150000, 75, 5171
152000, 79, 5134
154000, 68, 5185
156000, 62, 5013
158000, 64, 5174
160000, 72, 5121
162000, 77, 5165
164000, 77, 5113
166000, 77, 5130
168000, 68, 5074
170000, 64, 5108
172000, 60, 5067
174000, 78, 5130
176000, 71, 5157
178000, 68, 5185
180000, 70, 5195
182000, 76, 5070
184000, 67, 5128
186000, 60, 5017
188000, 65, 5082
190000, 79, 5156
192000, 63, 5088
194000, 76, 5022
196000, 70, 5064
198000, 71, 5083
200000, 76, 5135
202000, 70, 5000
204000, 63, 5142
206000, 71, 5071
208000, 60, 5097
210000, 74, 5067
212000, 64, 5184
214000, 79, 5127
216000, 69, 5093
218000, 77, 5190
220000, 72, 5004
222000, 61, 5100
224000, 79, 5182
226000, 73, 5072
228000, 70, 5074
230000, 77, 5152
232000, 70, 5068
234000, 77, 5072
236000, 62, 5022
238000, 62, 5176
240000, 72, 5081
242000, 75, 5160
244000, 76, 5138
246000, 74, 5142
248000, 60, 5125
250000, 62, 5115
252000, 65, 5160
254000, 78, 5135
256000, 69, 5176
258000, 77, 5098
260000, 67, 5145
262000, 60, 5171
264000, 74, 5048
266000, 62, 5099
268000, 78, 5124
270000, 74, 5193
272000, 65, 5109
274000, 73, 5034
276000, 79, 5150
278000, 72, 5145
280000, 78, 5082
282000, 72, 5119
284000, 60, 5088
286000, 65, 5094
288000, 60, 5102
290000, 63, 5166
292000, 62, 5009
294000, 62, 5031
296000, 64, 5038
298000, 69, 5141
300000, 63, 5160
302000, 77, 5020
304000, 75, 5040
306000, 66, 5132
308000, 74, 5156
310000, 76, 5168
312000, 76, 5163
314000, 75, 5043
316000, 65, 5163
318000, 62, 5168
320000, 64, 5160
322000, 61, 5128
324000, 73, 5148
326000, 69, 5075
328000, 70, 5037
330000, 73, 5154
332000, 73, 5142
334000, 62, 5056
336000, 72, 5191
338000, 62, 5025
340000, 70, 5090
342000, 62, 5136
344000, 66, 5095
346000, 79, 5181
348000, 65, 5032
350000, 78, 5100
352000, 65, 5130
354000, 78, 5030
356000, 60, 5015
358000, 62, 5037
360000, 78, 5187
362000, 74, 5024
364000, 68, 5074
366000, 64, 5131
368000, 76, 5007
370000, 72, 5171
372000, 71, 5003
374000, 66, 5038
376000, 67, 5149
378000, 74, 5013
380000, 67, 5189
382000, 66, 5095
384000, 65, 5065
386000, 77, 5080
388000, 66, 5027
390000, 69, 5041
392000, 79, 5000
394000, 69, 5117
396000, 70, 5005
398000, 65, 5006
400000, 74, 5124
402000, 74, 5010
404000, 78, 5036
406000, 60, 5144
408000, 73, 5043
410000, 69, 5196
412000, 64, 5144
414000, 75, 5155
416000, 76, 5104
418000, 68, 5067
420000, 73, 5061
422000, 77, 5159
424000, 62, 5112
426000, 75, 5035
428000, 75, 5164
430000, 76, 5139
432000, 74, 5064
434000, 63, 5149
436000, 75, 5168
438000, 64, 5007
440000, 75, 5164
442000, 60, 5125
444000, 72, 5062
446000, 76, 5144
448000, 78, 5150
450000, 74, 5059
452000, 65, 5103
454000, 60, 5055
456000, 79, 5177
458000, 73, 5150
460000, 67, 5158
462000, 62, 5186
464000, 77, 5165
466000, 62, 5129
468000, 61, 5142
470000, 73, 5068
472000, 65, 5056
474000, 79, 5114
476000, 62, 5059
478000, 61, 5174
480000, 62, 5181
482000, 68, 5145
484000, 77, 5085
486000, 70, 5109
488000, 68, 5196
490000, 61, 5087
492000, 66, 5091
494000, 65, 5066
496000, 62, 5129
498000, 61, 5093
500000, 70, 5050
502000, 77, 5187
504000, 77, 5066
506000, 62, 5086
508000, 79, 5149
510000, 62, 5094
512000, 71, 5030
514000, 76, 5173
516000, 71, 5157
518000, 68, 5075
520000, 72, 5080
522000, 69, 5165
524000, 75, 5048
526000, 62, 5094
528000, 67, 5199
530000, 62, 5048
532000, 70, 5011
534000, 77, 5104
536000, 64, 5030
538000, 69, 5177
540000, 78, 5077
542000, 78, 5187
544000, 66, 5003
546000, 77, 5047
548000, 79, 5033
550000, 78, 5087
552000, 64, 5180
554000, 77, 5011
556000, 65, 5166
558000, 70, 5080
560000, 68, 5060
562000, 70, 5077
564000, 72, 5070
566000, 65, 5154
568000, 69, 5193
570000, 68, 5000
572000, 73, 5047
574000, 67, 5039
576000, 70, 5031
578000, 73, 5047
580000, 69, 5176
582000, 74, 5007
584000, 74, 5012
586000, 64, 5178
588000, 72, 5144
590000, 67, 5105
592000, 69, 5048
594000, 75, 5111
596000, 76, 5052
598000, 64, 5158
600000, 79, 5114
602000, 61, 5197
604000, 67, 5111
606000, 65, 5182
608000, 76, 5006
610000, 65, 5084
612000, 61, 5056
614000, 62, 5126
616000, 76, 5105
618000, 74, 5030
620000, 72, 5022
622000, 68, 5149
624000, 79, 5087
626000, 62, 5096
628000, 74, 5182
630000, 77, 5101
632000, 72, 5025
634000, 74, 5139
636000, 70, 5121
638000, 79, 5161
640000, 62, 5154
642000, 69, 5021
644000, 62, 5197
646000, 79, 5067
648000, 69, 5176
650000, 79, 5191
652000, 69, 5098
654000, 74, 5073
656000, 62, 5191
658000, 77, 5104
660000, 71, 5054
662000, 75, 5141
664000, 66, 5161
666000, 63, 5045
668000, 66, 5069
670000, 74, 5110
672000, 74, 5067
674000, 74, 5070
676000, 67, 5162
678000, 70, 5091
680000, 63, 5157
682000, 78, 5144
684000, 65, 5084
686000, 66, 5098
688000, 70, 5048
690000, 63, 5167
692000, 70, 5145
694000, 64, 5087
696000, 78, 5144
698000, 70, 5048
700000, 61, 5067
702000, 77, 5002
704000, 65, 5061
706000, 65, 5167
708000, 63, 5137
710000, 76, 5083
712000, 78, 5093
714000, 78, 5136
716000, 62, 5138
718000, 62, 5041
720000, 74, 5173
722000, 74, 5079
724000, 79, 5172
726000, 67, 5026
728000, 77, 5128
730000, 77, 5137
732000, 78, 5180
734000, 67, 5110
736000, 69, 5074
738000, 70, 5050
740000, 64, 5153
742000, 64, 5090
744000, 70, 5156
746000, 77, 5059
748000, 66, 5148
750000, 64, 5173
752000, 75, 5055
754000, 75, 5048
756000, 60, 5128
758000, 61, 5179
760000, 73, 5197
762000, 61, 5071
764000, 68, 5053
766000, 64, 5137
768000, 68, 5042
770000, 64, 5121
772000, 67, 5043
774000, 79, 5193
776000, 61, 5196
778000, 68, 5032
780000, 76, 5187
782000, 62, 5178
784000, 63, 5116
786000, 75, 5179
788000, 64, 5195
790000, 64, 5076
792000, 67, 5018
794000, 79, 5074
796000, 63, 5106
798000, 66, 5107
800000, 63, 5081
802000, 73, 5081
804000, 66, 5156
806000, 79, 5117
808000, 75, 5127
810000, 78, 5152
812000, 76, 5101
814000, 70, 5172
816000, 68, 5141
818000, 60, 5139
820000, 62, 5053
822000, 68, 5142
824000, 63, 5089
826000, 61, 5117
828000, 71, 5141
830000, 60, 5170
832000, 60, 5182
834000, 76, 5057
836000, 77, 5129
838000, 70, 5097
840000, 64, 5024
842000, 73, 5178
844000, 72, 5169
846000, 73, 5150
848000, 76, 5019
850000, 75, 5138
852000, 72, 5095
854000, 79, 5031
856000, 62, 5079
858000, 68, 5193
860000, 63, 5015
862000, 66, 5189
864000, 60, 5010
866000, 75, 5038
868000, 64, 5047
870000, 64, 5189
872000, 79, 5009
874000, 73, 5017
876000, 65, 5124
878000, 68, 5081
880000, 74, 5163
882000, 60, 5071
884000, 63, 5050
886000, 74, 5000
888000, 77, 5166
890000, 74, 5103
892000, 74, 5022
894000, 64, 5176
896000, 65, 5038
898000, 67, 5174
900000, 68, 5131
902000, 77, 5065
904000, 62, 5010
906000, 61, 5118
908000, 64, 5184
910000, 64, 5121
912000, 65, 5069
914000, 77, 5165
916000, 71, 5031
918000, 72, 5037
920000, 76, 5077
922000, 78, 5146
924000, 69, 5091
926000, 71, 5134
928000, 65, 5152
930000, 64, 5074
932000, 65, 5175
934000, 78, 5134
936000, 74, 5068
938000, 69, 5179
940000, 70, 5066
942000, 63, 5178
944000, 73, 5196
946000, 75, 5090
948000, 74, 5055
950000, 75, 5073
952000, 73, 5188
954000, 74, 5060
956000, 64, 5026
958000, 69, 5171
960000, 61, 5038
962000, 60, 5028
964000, 72, 5072
966000, 61, 5099
968000, 75, 5110
970000, 71, 5152
972000, 67, 5102
974000, 75, 5181
976000, 63, 5025
978000, 67, 5142
980000, 70, 5076
982000, 70, 5023
984000, 66, 5183
986000, 73, 5016
988000, 63, 5091
990000, 78, 5068
992000, 66, 5070
994000, 69, 5012
996000, 60, 5086
998000, 65, 5033
1000000, 68, 5132
1002000, 66, 5158
1004000, 73, 5169
1006000, 74, 5110
1008000, 76, 5140
1010000, 78, 5127
1012000, 69, 5069
1014000, 78, 5130
1016000, 70, 5050
1018000, 70, 5063
1020000, 74, 5069
1022000, 73, 5028
1024000, 74, 5011
1026000, 66, 5162
1028000, 64, 5086
1030000, 65, 5009
1032000, 73, 5083
1034000, 66, 5198
1036000, 74, 5008
1038000, 66, 5035
1040000, 61, 5113
1042000, 75, 5169
1044000, 61, 5125
1046000, 66, 5151
1048000, 75, 5089
1050000, 67, 5025
1052000, 72, 5187
1054000, 73, 5134
1056000, 64, 5071
1058000, 60, 5008
1060000, 68, 5095
1062000, 79, 5054
1064000, 75, 5089
1066000, 74, 5074
1068000, 68, 5003
1070000, 64, 5092
1072000, 63, 5014
1074000, 63, 5143
1076000, 77, 5053
1078000, 75, 5038
1080000, 65, 5182
1082000, 76, 5179
1084000, 79, 5072
1086000, 62, 5058
1088000, 68, 5045
1090000, 64, 5188
1092000, 61, 5135
1094000, 74, 5056
1096000, 65, 5177
1098000, 74, 5103
1100000, 72, 5010
1102000, 63, 5189
1104000, 64, 5086
1106000, 68, 5024
1108000, 66, 5159
1110000, 79, 5046
1112000, 66, 5030
1114000, 71, 5074
1116000, 68, 5081
1118000, 68, 5035
1120000, 68, 5012
1122000, 71, 5036
1124000, 67, 5031
1126000, 65, 5022
1128000, 74, 5000
1130000, 79, 5191
1132000, 68, 5028
1134000, 79, 5060
1136000, 62, 5161
1138000, 77, 5130
1140000, 76, 5058
1142000, 79, 5068
1144000, 61, 5158
1146000, 70, 5049
1148000, 61, 5039
1150000, 61, 5098
1152000, 73, 5149
1154000, 71, 5165
1156000, 61, 5185
1158000, 74, 5088
1160000, 65, 5135
1162000, 66, 5011
1164000, 72, 5142
1166000, 64, 5197
1168000, 69, 5164
1170000, 65, 5174
1172000, 77, 5049
1174000, 78, 5161
1176000, 65, 5101
1178000, 66, 5067
1180000, 70, 5094
1182000, 70, 5051
1184000, 62, 5151
1186000, 67, 5046
1188000, 66, 5102
1190000, 76, 5049
1192000, 75, 5007
1194000, 70, 5047
1196000, 62, 5078
1198000, 73, 5083
1200000, 66, 5143
1202000, 78, 5156
1204000, 71, 5164
1206000, 77, 5100
1208000, 70, 5066
1210000, 77, 5009
1212000, 64, 5194
1214000, 79, 5031
1216000, 70, 5162
1218000, 70, 5165
