82525,5071,74
84522,5002,62
86580,5197,79
88724,5160,74
90560,5107,71
92528,5172,74
94522,5051,61
96544,5030,66
98502,5013,71
100534,5083,76
102550,5180,75
104538,5148,73
106509,5147,78
108552,5162,78
110561,5093,72
112640,5189,69
114570,5186,76
116547,5169,78
118541,5090,66
120664,5068,79
122543,5100,70
124580,5165,67
126538,5107,66
128650,5113,79
130628,5131,63
132585,5172,79
134586,5051,79
136522,5199,75
138525,5194,70
140537,5182,74
142527,5041,69
144580,5198,69
146502,5105,63
148542,5045,74
150660,5025,69
152528,5131,77
154601,5004,70
156550,5023,75
158552,5008,64
160512,5000,72
162557,5083,62
164551,5166,77
166530,5048,75
168596,5113,67
170605,5037,71
172560,5184,72
174505,5050,61
176625,5164,71
178533,5114,67
180641,5055,64
182536,5069,71
184533,5067,69
186522,5059,70
188567,5129,79
192579,5126,70
194502,5007,79
196575,5025,69
198569,5050,78
200561,5095,61
202540,5144,74
204624,5144,65
206518,5102,60
208522,5145,62
210664,5015,70
212557,5034,74
214522,5160,79
216578,5017,61
218565,5146,60
220607,5014,65
222545,5156,65
224527,5128,73
226540,5010,69
228608,5133,66
230567,5178,64
232574,5086,62
236554,5055,72
238525,5099,78
240577,5147,64
242660,5006,68
244615,5088,68
246515,5034,66
248528,5155,69
250594,5110,75
252530,5144,64
254604,5000,79
256533,5121,70
258530,5001,73
260524,5110,78
262574,5002,78
264536,5030,76
266502,5139,75
268657,5130,76
270677,5025,75
272530,5154,68
274525,5058,60
276538,5099,62
278647,5181,76
280563,5118,67
282522,5018,79
284515,5046,75
286533,5079,71
288540,5092,65
290526,5160,69
292505,5184,62
294533,5012,70
296631,5024,61
298564,5161,66
302649,5036,61
304531,5072,77
306525,5135,77
308531,5101,62
310563,5152,69
312546,5185,71
314626,5134,75
316522,5177,64
318536,5194,73
320561,5132,64
322575,5036,75
324505,5074,70
326574,5126,70
328575,5076,67
330544,5044,65
332551,5003,73
334680,5038,71
336545,5057,77
338505,5030,67
344525,5096,79
346502,5093,77
348522,5125,69
350609,5074,62
352550,5101,77
354553,5124,68
356515,5052,66
358541,5079,79
360734,5027,70
362530,5175,70
364518,5002,66
366525,5025,64
368525,5188,63
370648,5107,66
372622,5118,62
374570,5196,73
376587,5102,70
380513,5080,69
382538,5083,66
384576,5044,64
386530,5186,70
388530,5176,73
390596,5167,70
392525,5164,73
394567,5085,68
396583,5082,75
398538,5090,60
400642,5052,66
402605,5072,67
404561,5158,64
406643,5071,71
408661,5105,79
410647,5103,64
412575,5071,64
414567,5002,73
416536,5127,79
418509,5079,63
420663,5095,74
422530,5093,71
424525,5180,77
426612,5092,75
428544,5123,72
430629,5044,71
432641,5049,64
434531,5067,60
436544,5125,71
438522,5108,73
440533,5108,74
442583,5168,64
444544,5059,73
446572,5031,79
448539,5124,67
450575,5042,63
452522,5010,64
454525,5051,62
456525,5186,64
458541,5106,60
460566,5053,77
462502,5175,69
464663,5059,72
466522,5085,79
468609,5119,65
470679,5163,79
472548,5162,67
474522,5005,60
476538,5118,70
478650,5025,65
480649,5036,66
482518,5155,75
484551,5133,73
486655,5159,67
488522,5073,72
490531,5016,74
492522,5152,63
494593,5132,65
496525,5160,71
