82594,5071,74
84548,5002,62
86531,5197,79
88553,5160,74
90522,5107,71
92505,5172,74
94539,5051,61
96573,5030,66
98560,5013,71
100503,5083,76
102525,5180,75
104569,5148,73
106521,5147,78
108544,5162,78
110519,5093,72
112502,5189,69
114609,5186,76
116533,5169,78
118561,5090,66
120865,5068,79
122502,5100,70
124564,5165,67
126502,5107,66
128525,5113,79
130503,5131,63
132602,5172,79
134502,5051,79
136560,5199,75
138544,5194,70
140519,5182,74
144580,5198,69
146509,5105,63
148528,5045,74
150509,5025,69
152502,5131,77
154525,5004,70
156525,5023,75
158505,5008,64
160522,5000,72
162502,5083,62
164621,5166,77
166726,5048,75
168633,5113,67
170509,5037,71
172561,5184,72
174505,5050,61
176647,5164,71
178576,5114,67
180509,5055,64
182512,5069,71
184535,5067,69
186538,5059,70
188522,5129,79
190531,5139,78
192502,5126,70
194522,5007,79
196522,5025,69
198654,5050,78
200567,5095,61
202535,5144,74
204509,5144,65
206589,5102,60
208571,5145,62
210503,5015,70
212562,5034,74
214695,5160,79
216536,5017,61
218525,5146,60
220515,5014,65
222505,5156,65
224522,5128,73
226518,5010,69
228522,5133,66
230657,5178,64
232535,5086,62
234502,5150,63
236561,5055,72
238589,5099,78
240503,5147,64
242515,5006,68
244553,5088,68
246544,5034,66
248583,5155,69
250525,5110,75
252638,5144,64
254586,5000,79
256577,5121,70
258634,5001,73
260593,5110,78
262548,5002,78
264547,5030,76
266541,5139,75
268528,5130,76
270519,5025,75
272619,5154,68
274574,5058,60
278628,5181,76
280512,5118,67
282505,5018,79
284651,5046,75
286619,5079,71
288644,5092,65
290529,5160,69
292544,5184,62
294536,5012,70
296625,5024,61
298622,5161,66
300541,5167,71
302505,5036,61
304527,5072,77
306554,5135,77
308551,5101,62
310515,5152,69
312557,5185,71
314577,5134,75
316541,5177,64
318570,5194,73
320548,5132,64
322542,5036,75
324505,5074,70
330512,5044,65
332502,5003,73
334572,5038,71
336561,5057,77
338560,5030,67
340572,5106,76
342531,5149,68
344538,5096,79
346525,5093,77
348502,5125,69
350634,5074,62
352548,5101,77
354509,5124,68
356577,5052,66
358533,5079,79
360525,5027,70
362533,5175,70
364515,5002,66
366502,5025,64
368509,5188,63
370519,5107,66
372512,5118,62
374571,5196,73
376583,5102,70
378502,5070,69
382518,5083,66
384599,5044,64
386599,5186,70
388654,5176,73
390525,5167,70
392648,5164,73
394558,5085,68
396572,5082,75
398599,5090,60
400515,5052,66
402505,5072,67
404518,5158,64
406522,5071,71
408505,5105,79
412554,5071,64
414628,5002,73
416570,5127,79
418502,5079,63
420509,5095,74
422606,5093,71
424505,5180,77
426502,5092,75
428528,5123,72
430525,5044,71
432654,5049,64
434557,5067,60
436635,5125,71
438566,5108,73
440586,5108,74
442530,5168,64
444522,5059,73
448542,5124,67
450522,5042,63
452637,5010,64
454531,5051,62
456505,5186,64
458611,5106,60
460547,5053,77
462525,5175,69
464525,5059,72
466502,5085,79
468505,5119,65
470524,5163,79
472570,5162,67
474567,5005,60
476502,5118,70
478547,5025,65
480522,5036,66
482670,5155,75
484765,5133,73
486505,5159,67
488561,5073,72
490512,5016,74
492502,5152,63
494522,5132,65
496533,5160,71
498550,5196,66
500583,5074,72
502530,5189,64
504522,5076,71
506525,5030,65
508525,5168,62
510522,5199,69
512577,5012,64
516528,5084,68
518530,5177,70
520503,5138,61
522505,5096,69
524563,5149,70
526551,5020,75
528525,5075,62
530593,5106,77
532577,5173,68
534580,5058,68
536505,5176,76
538580,5103,77
540519,5057,62
542561,5148,64
544641,5168,71
546512,5087,68
548509,5086,74
550522,5060,62
552653,5136,64
554502,5198,70
556561,5067,77
558745,5163,60
560702,5036,63
562512,5088,64
564587,5094,65
566525,5082,64
568525,5183,71
570506,5118,66
572505,5104,72
574567,5136,79
576537,5077,65
578558,5005,71
580522,5151,64
584541,5109,72
586565,5106,72
588515,5098,61
590503,5042,63
592505,5085,75
594536,5172,68
596505,5052,68
598502,5044,66
600512,5119,79
602505,5048,66
604547,5167,60
606596,5061,61
608600,5083,67
610519,5147,69
612564,5165,64
614596,5097,74
616502,5089,74
618505,5180,61
620545,5111,74
622518,5193,72
624603,5094,66
626564,5175,79
630512,5065,62
632580,5155,60
634505,5086,60
638638,5131,71
640583,5137,78
642542,5149,67
644550,5101,66
646547,5095,70
648530,5145,62
650618,5166,74
652522,5113,68
654580,5064,61
656550,5183,67
