82708,5071,74
84564,5002,62
86503,5197,79
88596,5160,74
92641,5172,74
96522,5030,66
102503,5180,75
110648,5093,72
114558,5186,76
116609,5169,78
118510,5090,66
120651,5068,79
124632,5165,67
132519,5172,79
134628,5051,79
138593,5194,70
140549,5182,74
144503,5198,69
146539,5105,63
148571,5045,74
150690,5025,69
152619,5131,77
154519,5004,70
156593,5023,75
158660,5008,64
162587,5083,62
166600,5048,75
168555,5113,67
170510,5037,71
172705,5184,72
174644,5050,61
176510,5164,71
178638,5114,67
180539,5055,64
182600,5069,71
186510,5059,70
188606,5129,79
190744,5139,78
194513,5007,79
200719,5095,61
202522,5144,74
206513,5102,60
210504,5015,70
212651,5034,74
214519,5160,79
218548,5146,60
222606,5156,65
224548,5128,73
228641,5133,66
230562,5178,64
232600,5086,62
234510,5150,63
238593,5099,78
240552,5147,64
242641,5006,68
244622,5088,68
246667,5034,66
250536,5110,75
256689,5121,70
258564,5001,73
260658,5110,78
262548,5002,78
264664,5030,76
266568,5139,75
268510,5130,76
270546,5025,75
272510,5154,68
274590,5058,60
276568,5099,62
278529,5181,76
286555,5079,71
288667,5092,65
290504,5160,69
294526,5012,70
296503,5024,61
300622,5167,71
302609,5036,61
304558,5072,77
306529,5135,77
310504,5152,69
312593,5185,71
318529,5194,73
320555,5132,64
322529,5036,75
324568,5074,70
328503,5076,67
330693,5044,65
332721,5003,73
334503,5038,71
336548,5057,77
338526,5030,67
340523,5106,76
342657,5149,68
346558,5093,77
350629,5074,62
352503,5101,77
354555,5124,68
356539,5052,66
358503,5079,79
360584,5027,70
362564,5175,70
364600,5002,66
366561,5025,64
368600,5188,63
370549,5107,66
372628,5118,62
374612,5196,73
382635,5083,66
384606,5044,64
386542,5186,70
390510,5167,70
392510,5164,73
396510,5082,75
398619,5090,60
402644,5072,67
404510,5158,64
406696,5071,71
408622,5105,79
410552,5103,64
414721,5002,73
418532,5079,63
422510,5093,71
426692,5092,75
430504,5044,71
432503,5049,64
434603,5067,60
436580,5125,71
440578,5108,74
442561,5168,64
446596,5031,79
452539,5010,64
454567,5051,62
456567,5186,64
460555,5053,77
462503,5175,69
464619,5059,72
466545,5085,79
468551,5119,65
470555,5163,79
