83707,5071,74
85058,5002,62
86696,5197,79
89446,5160,74
93058,5172,74
95177,5051,61
97723,5030,66
99106,5013,71
101220,5083,76
103203,5180,75
105499,5148,73
109552,5162,78
111156,5093,72
113106,5189,69
115193,5186,76
117384,5169,78
118762,5090,66
121625,5068,79
123445,5100,70
125143,5165,67
129513,5113,79
131338,5131,63
133409,5172,79
135228,5051,79
137346,5199,75
139137,5194,70
141178,5182,74
143194,5041,69
145067,5198,69
146763,5105,63
151619,5025,69
153193,5131,77
155745,5004,70
157182,5023,75
163268,5083,62
165343,5166,77
169328,5113,67
171758,5037,71
172987,5184,72
174930,5050,61
177270,5164,71
181355,5055,64
183093,5069,71
187407,5059,70
190936,5139,78
193299,5126,70
194834,5007,79
197184,5025,69
199058,5050,78
201595,5095,61
203091,5144,74
204837,5144,65
207433,5102,60
210991,5015,70
213168,5034,74
215288,5160,79
217196,5017,61
219032,5146,60
223223,5156,65
225146,5128,73
229019,5133,66
231123,5178,64
232925,5086,62
235299,5150,63
237456,5055,72
239319,5099,78
243359,5006,68
246931,5034,66
249036,5155,69
251168,5110,75
253182,5144,64
257109,5121,70
261293,5110,78
263254,5002,78
264960,5030,76
269115,5130,76
270955,5025,75
273232,5154,68
275043,5058,60
277351,5099,62
279125,5181,76
282989,5018,79
285268,5046,75
287034,5079,71
289510,5092,65
291671,5160,69
293090,5184,62
295112,5012,70
299107,5161,66
301160,5167,71
302996,5036,61
307023,5135,77
309132,5101,62
310856,5152,69
313122,5185,71
315008,5134,75
317128,5177,64
319015,5194,73
321283,5132,64
323120,5036,75
325117,5074,70
331084,5044,65
333191,5003,73
335190,5038,71
337045,5057,77
339074,5030,67
341547,5106,76
345164,5096,79
347129,5093,77
353227,5101,77
355451,5124,68
359130,5079,79
360997,5027,70
363149,5175,70
365156,5002,66
366988,5025,64
369219,5188,63
371312,5107,66
373149,5118,62
375132,5196,73
376969,5102,70
379189,5070,69
381065,5080,69
385023,5044,64
387009,5186,70
389181,5176,73
393381,5164,73
394962,5085,68
397141,5082,75
399204,5090,60
401221,5052,66
403058,5072,67
405233,5158,64
406897,5071,71
409312,5105,79
411033,5103,64
413117,5071,64
415069,5002,73
416967,5127,79
419290,5079,63
421267,5095,74
423118,5093,71
425181,5180,77
427231,5092,75
429114,5123,72
431203,5044,71
432882,5049,64
435229,5067,60
436816,5125,71
439010,5108,73
440991,5108,74
442874,5168,64
445502,5059,73
447056,5031,79
449049,5124,67
451366,5042,63
453236,5010,64
455105,5051,62
457115,5186,64
459091,5106,60
467198,5085,79
