PH, moisture
82000, 79, 5067
84000, 73, 5189
86000, 69, 5188
88000, 75, 5100
90000, 72, 5054
92000, 78, 5108
94000, 72, 5025
96000, 77, 5145
98000, 63, 5130
100000, 67, 5040
102000, 60, 5191
104000, 61, 5085
106000, 64, 5012
108000, 66, 5130
110000, 65, 5028
112000, 71, 5188
114000, 75, 5028
116000, 78, 5013
118000, 74, 5134
120000, 65, 5021
122000, 68, 5066
124000, 67, 5196
126000, 67, 5045
128000, 69, 5139
130000, 76, 5080
132000, 79, 5095
134000, 63, 5003
136000, 71, 5033
138000, 78, 5006
140000, 77, 5022
142000, 66, 5106
144000, 72, 5124
146000, 75, 5143
148000, 69, 5106
150000, 73, 5058
152000, 77, 5143
154000, 71, 5028
156000, 62, 5025
158000, 71, 5176
160000, 71, 5034
162000, 76, 5040
164000, 61, 5075
166000, 71, 5099
168000, 63, 5124
170000, 60, 5170
172000, 72, 5195
174000, 60, 5145
176000, 60, 5117
178000, 60, 5142
180000, 69, 5113
182000, 61, 5090
184000, 62, 5162
186000, 61, 5123
188000, 63, 5006
190000, 68, 5103
192000, 64, 5162
194000, 72, 5005
196000, 65, 5014
198000, 78, 5037
200000, 64, 5033
202000, 63, 5193
204000, 79, 5039
206000, 67, 5047
208000, 67, 5141
210000, 70, 5108
212000, 78, 5178
214000, 65, 5073
216000, 71, 5145
218000, 64, 5180
220000, 75, 5174
222000, 71, 5039
224000, 71, 5167
226000, 67, 5060
228000, 60, 5052
230000, 71, 5060
232000, 71, 5075
234000, 77, 5063
236000, 77, 5125
238000, 64, 5049
240000, 67, 5033
242000, 61, 5181
244000, 64, 5052
246000, 74, 5121
248000, 63, 5060
250000, 70, 5179
252000, 66, 5191
254000, 72, 5060
256000, 72, 5165
258000, 68, 5181
260000, 67, 5020
262000, 69, 5195
264000, 79, 5067
266000, 78, 5073
268000, 77, 5176
270000, 67, 5180
272000, 63, 5186
274000, 72, 5077
276000, 64, 5079
278000, 61, 5108
280000, 67, 5027
282000, 64, 5061
284000, 68, 5116
286000, 76, 5120
288000, 65, 5153
290000, 76, 5131
292000, 68, 5124
294000, 75, 5069
296000, 79, 5132
298000, 78, 5042
300000, 73, 5098
302000, 67, 5131
304000, 62, 5150
306000, 72, 5113
308000, 61, 5151
310000, 67, 5067
312000, 62, 5177
314000, 65, 5107
316000, 78, 5042
318000, 71, 5103
320000, 78, 5022
322000, 77, 5104
324000, 72, 5058
326000, 70, 5125
328000, 71, 5145
330000, 75, 5156
332000, 61, 5020
334000, 72, 5077
336000, 78, 5049
338000, 73, 5035
340000, 74, 5156
342000, 77, 5198
344000, 74, 5122
346000, 63, 5031
348000, 72, 5179
350000, 73, 5069
352000, 61, 5013
354000, 60, 5190
356000, 62, 5160
358000, 63, 5104
360000, 75, 5071
362000, 70, 5022
364000, 69, 5079
366000, 75, 5012
368000, 62, 5144
370000, 66, 5194
372000, 72, 5149
374000, 75, 5031
376000, 77, 5163
378000, 66, 5140
380000, 71, 5065
382000, 70, 5090
384000, 66, 5036
386000, 72, 5123
388000, 77, 5195
390000, 60, 5179
392000, 70, 5187
394000, 60, 5143
396000, 77, 5004
398000, 75, 5027
400000, 69, 5172
402000, 62, 5090
404000, 73, 5197
406000, 74, 5174
408000, 76, 5159
410000, 66, 5167
412000, 69, 5143
414000, 61, 5045
416000, 73, 5120
418000, 79, 5087
420000, 60, 5085
422000, 63, 5072
424000, 76, 5010
426000, 69, 5158
428000, 77, 5067
430000, 76, 5120
432000, 65, 5069
434000, 76, 5183
436000, 66, 5098
438000, 68, 5131
440000, 69, 5012
442000, 76, 5079
444000, 70, 5034
446000, 66, 5045
448000, 73, 5012
450000, 78, 5088
452000, 63, 5193
454000, 78, 5136
456000, 74, 5165
458000, 67, 5100
460000, 66, 5045
462000, 74, 5165
464000, 73, 5185
466000, 77, 5102
468000, 71, 5059
470000, 78, 5003
472000, 65, 5006
474000, 71, 5100
476000, 72, 5109
478000, 66, 5174
480000, 66, 5053
482000, 76, 5134
484000, 73, 5066
486000, 61, 5035
488000, 75, 5102
490000, 62, 5120
492000, 69, 5109
494000, 78, 5166
496000, 61, 5098
498000, 64, 5107
500000, 77, 5127
502000, 68, 5162
504000, 67, 5099
506000, 61, 5033
508000, 63, 5049
510000, 70, 5106
512000, 77, 5137
514000, 61, 5102
516000, 69, 5155
518000, 64, 5118
520000, 68, 5183
522000, 78, 5120
524000, 76, 5071
526000, 73, 5160
528000, 67, 5156
530000, 67, 5151
532000, 64, 5139
534000, 75, 5113
536000, 63, 5144
538000, 65, 5077
540000, 66, 5029
542000, 60, 5073
544000, 67, 5113
546000, 63, 5126
548000, 76, 5124
550000, 61, 5117
552000, 73, 5176
554000, 73, 5115
556000, 69, 5153
558000, 70, 5150
560000, 65, 5101
562000, 71, 5004
564000, 75, 5117
566000, 79, 5113
568000, 63, 5109
570000, 60, 5052
572000, 67, 5048
574000, 61, 5074
576000, 66, 5111
578000, 75, 5147
580000, 74, 5176
582000, 79, 5165
584000, 71, 5140
586000, 63, 5138
588000, 65, 5067
590000, 70, 5030
592000, 71, 5000
594000, 77, 5009
596000, 79, 5145
598000, 65, 5107
600000, 76, 5067
602000, 60, 5047
604000, 69, 5185
606000, 66, 5174
608000, 63, 5162
610000, 76, 5061
612000, 76, 5040
614000, 68, 5006
616000, 60, 5088
618000, 79, 5158
620000, 75, 5187
622000, 77, 5073
624000, 76, 5024
626000, 65, 5093
628000, 65, 5036
630000, 63, 5090
632000, 75, 5142
634000, 63, 5009
636000, 79, 5176
638000, 73, 5153
640000, 70, 5133
642000, 75, 5061
644000, 74, 5146
646000, 62, 5182
648000, 60, 5150
650000, 65, 5087
652000, 75, 5107
654000, 69, 5191
656000, 78, 5008
658000, 60, 5025
660000, 63, 5114
662000, 72, 5169
664000, 61, 5077
666000, 62, 5086
668000, 73, 5086
670000, 64, 5108
672000, 77, 5104
674000, 62, 5028
676000, 64, 5018
678000, 78, 5010
680000, 65, 5001
682000, 73, 5117
684000, 67, 5101
686000, 71, 5184
688000, 79, 5134
690000, 66, 5184
692000, 65, 5009
694000, 70, 5079
696000, 61, 5110
698000, 62, 5107
700000, 65, 5074
702000, 69, 5164
704000, 60, 5195
706000, 75, 5105
708000, 71, 5190
710000, 66, 5011
712000, 74, 5060
714000, 75, 5089
716000, 74, 5142
718000, 71, 5193
720000, 71, 5029
722000, 75, 5093
724000, 71, 5051
726000, 75, 5155
728000, 79, 5156
730000, 60, 5092
732000, 65, 5055
734000, 60, 5142
736000, 68, 5089
738000, 65, 5057
740000, 77, 5184
742000, 64, 5124
744000, 64, 5031
746000, 69, 5008
748000, 63, 5061
750000, 79, 5087
752000, 72, 5012
754000, 66, 5110
756000, 77, 5129
758000, 78, 5164
760000, 63, 5057
762000, 70, 5160
764000, 67, 5189
766000, 62, 5135
768000, 68, 5096
770000, 69, 5115
772000, 63, 5119
774000, 63, 5018
776000, 62, 5111
778000, 60, 5040
780000, 71, 5050
782000, 71, 5061
784000, 63, 5174
786000, 74, 5014
788000, 71, 5119
790000, 63, 5138
792000, 72, 5055
794000, 72, 5171
796000, 71, 5124
798000, 72, 5162
800000, 76, 5001
802000, 78, 5144
804000, 62, 5151
806000, 73, 5145
808000, 62, 5014
810000, 69, 5025
812000, 77, 5076
814000, 65, 5073
816000, 71, 5053
818000, 76, 5008
820000, 67, 5109
822000, 68, 5021
824000, 66, 5110
826000, 75, 5010
828000, 64, 5121
830000, 74, 5112
832000, 73, 5034
834000, 69, 5006
836000, 75, 5073
838000, 76, 5132
840000, 60, 5167
842000, 72, 5117
844000, 77, 5081
846000, 76, 5054
848000, 71, 5195
850000, 79, 5144
