PH, moisture
82000, 73, 5011
84000, 76, 5134
86000, 65, 5044
88000, 77, 5161
90000, 74, 5020
92000, 62, 5046
94000, 60, 5006
96000, 68, 5013
98000, 79, 5053
100000, 79, 5170
102000, 64, 5130
104000, 74, 5058
106000, 60, 5012
108000, 74, 5102
110000, 61, 5018
112000, 61, 5117
114000, 78, 5058
116000, 71, 5093
118000, 70, 5112
120000, 74, 5014
122000, 77, 5128
124000, 79, 5070
126000, 67, 5154
128000, 66, 5148
130000, 66, 5036
132000, 69, 5136
134000, 60, 5011
136000, 79, 5113
138000, 77, 5051
140000, 64, 5195
142000, 72, 5007
144000, 70, 5114
146000, 61, 5082
148000, 79, 5022
150000, 73, 5034
152000, 73, 5083
154000, 73, 5011
156000, 65, 5065
158000, 64, 5006
160000, 76, 5149
162000, 71, 5164
164000, 65, 5144
166000, 62, 5080
168000, 74, 5061
170000, 76, 5123
172000, 63, 5190
174000, 61, 5155
176000, 71, 5078
178000, 75, 5117
180000, 74, 5091
182000, 74, 5008
184000, 68, 5117
186000, 65, 5163
188000, 63, 5142
190000, 64, 5063
192000, 71, 5103
194000, 64, 5042
196000, 77, 5174
198000, 77, 5046
200000, 74, 5004
202000, 76, 5034
204000, 60, 5007
206000, 70, 5037
208000, 64, 5175
210000, 61, 5139
212000, 79, 5143
214000, 76, 5037
216000, 63, 5080
218000, 67, 5148
220000, 64, 5021
222000, 79, 5190
224000, 69, 5151
226000, 60, 5040
228000, 60, 5113
230000, 75, 5112
232000, 68, 5044
234000, 63, 5160
236000, 65, 5052
238000, 79, 5174
240000, 78, 5182
242000, 68, 5094
244000, 70, 5100
246000, 70, 5145
248000, 60, 5019
250000, 60, 5159
252000, 69, 5024
254000, 77, 5001
256000, 68, 5014
258000, 66, 5136
260000, 79, 5044
262000, 63, 5183
264000, 76, 5173
266000, 71, 5081
268000, 76, 5013
270000, 62, 5071
272000, 65, 5178
274000, 66, 5129
276000, 73, 5084
278000, 70, 5029
280000, 76, 5193
282000, 77, 5086
284000, 65, 5177
286000, 79, 5166
288000, 66, 5092
290000, 61, 5060
292000, 66, 5164
294000, 62, 5054
296000, 63, 5045
298000, 72, 5104
300000, 64, 5112
302000, 73, 5046
304000, 72, 5053
306000, 63, 5144
308000, 64, 5171
310000, 74, 5029
312000, 60, 5019
314000, 68, 5056
316000, 63, 5098
318000, 67, 5113
320000, 77, 5134
322000, 67, 5039
324000, 74, 5142
326000, 70, 5107
328000, 72, 5042
330000, 78, 5197
332000, 74, 5105
334000, 60, 5064
336000, 66, 5087
338000, 74, 5161
340000, 62, 5015
342000, 63, 5052
344000, 71, 5092
346000, 76, 5006
348000, 70, 5128
350000, 71, 5116
352000, 79, 5017
354000, 60, 5003
356000, 75, 5145
358000, 75, 5059
360000, 62, 5195
362000, 77, 5139
364000, 71, 5138
366000, 61, 5152
368000, 63, 5085
370000, 66, 5160
372000, 71, 5040
374000, 64, 5073
376000, 73, 5053
378000, 73, 5077
380000, 75, 5118
382000, 61, 5105
384000, 72, 5108
386000, 73, 5052
388000, 65, 5022
390000, 61, 5144
392000, 60, 5181
394000, 76, 5074
396000, 61, 5142
398000, 79, 5083
400000, 63, 5140
402000, 72, 5029
404000, 68, 5091
406000, 78, 5042
408000, 63, 5086
410000, 71, 5059
412000, 62, 5154
414000, 62, 5151
416000, 74, 5084
418000, 78, 5138
420000, 78, 5020
422000, 67, 5016
424000, 78, 5133
426000, 76, 5175
428000, 66, 5074
430000, 65, 5187
432000, 79, 5164
434000, 72, 5139
436000, 68, 5061
438000, 74, 5181
440000, 60, 5089
442000, 65, 5119
444000, 79, 5168
446000, 73, 5031
448000, 67, 5139
450000, 67, 5018
452000, 68, 5195
454000, 68, 5004
456000, 60, 5190
458000, 62, 5179
460000, 77, 5074
462000, 77, 5085
464000, 72, 5177
466000, 70, 5113
468000, 77, 5184
470000, 71, 5023
472000, 64, 5017
474000, 71, 5150
476000, 69, 5087
478000, 69, 5127
480000, 67, 5073
482000, 68, 5129
484000, 79, 5100
486000, 60, 5184
488000, 73, 5016
490000, 62, 5079
492000, 68, 5196
494000, 71, 5008
496000, 79, 5027
498000, 65, 5082
500000, 76, 5059
502000, 77, 5137
504000, 65, 5167
506000, 73, 5002
508000, 69, 5025
510000, 70, 5130
512000, 75, 5038
514000, 68, 5106
516000, 66, 5175
518000, 61, 5073
520000, 67, 5040
522000, 67, 5055
524000, 76, 5181
526000, 79, 5095
528000, 63, 5131
530000, 64, 5136
532000, 73, 5185
534000, 71, 5152
536000, 72, 5097
538000, 70, 5087
540000, 75, 5006
542000, 76, 5067
544000, 67, 5035
546000, 64, 5058
548000, 62, 5071
550000, 72, 5126
552000, 70, 5053
554000, 67, 5036
556000, 64, 5078
558000, 78, 5191
560000, 79, 5009
562000, 64, 5082
564000, 79, 5162
566000, 61, 5054
568000, 75, 5167
570000, 65, 5185
572000, 62, 5189
574000, 73, 5183
576000, 74, 5136
578000, 74, 5011
580000, 67, 5170
