PH, moisture
82000, 70, 5158
84000, 73, 5021
86000, 70, 5035
88000, 74, 5052
90000, 78, 5137
92000, 79, 5103
94000, 78, 5071
96000, 74, 5146
98000, 68, 5162
100000, 63, 5140
102000, 78, 5007
104000, 74, 5030
106000, 70, 5053
108000, 67, 5018
110000, 73, 5102
112000, 73, 5098
114000, 75, 5056
116000, 70, 5094
118000, 70, 5196
120000, 73, 5189
122000, 68, 5114
124000, 70, 5194
126000, 77, 5099
128000, 60, 5044
130000, 61, 5067
132000, 70, 5126
134000, 65, 5153
136000, 66, 5113
138000, 75, 5101
140000, 68, 5199
142000, 79, 5049
144000, 79, 5110
146000, 79, 5153
148000, 62, 5108
150000, 78, 5157
152000, 74, 5006
154000, 77, 5121
156000, 70, 5152
158000, 60, 5030
160000, 76, 5017
162000, 74, 5071
164000, 78, 5083
166000, 65, 5044
168000, 76, 5035
170000, 75, 5122
172000, 75, 5140
174000, 68, 5178
176000, 71, 5004
178000, 65, 5196
180000, 78, 5138
182000, 79, 5136
184000, 61, 5111
186000, 65, 5091
188000, 73, 5152
190000, 71, 5118
192000, 61, 5169
194000, 73, 5178
196000, 64, 5091
198000, 69, 5000
200000, 64, 5149
202000, 62, 5023
204000, 79, 5155
206000, 63, 5141
208000, 67, 5032
210000, 62, 5097
212000, 63, 5128
214000, 67, 5111
216000, 62, 5190
218000, 74, 5017
220000, 73, 5184
222000, 77, 5069
224000, 76, 5023
226000, 70, 5141
228000, 63, 5145
230000, 76, 5049
232000, 74, 5175
234000, 79, 5067
236000, 61, 5070
238000, 79, 5135
240000, 75, 5089
242000, 74, 5140
244000, 70, 5062
246000, 72, 5089
248000, 79, 5171
250000, 75, 5130
252000, 63, 5091
254000, 64, 5171
256000, 79, 5106
258000, 78, 5105
260000, 65, 5048
262000, 77, 5028
264000, 71, 5031
266000, 63, 5187
268000, 77, 5077
270000, 79, 5135
272000, 62, 5071
274000, 73, 5112
276000, 65, 5127
278000, 77, 5134
280000, 72, 5140
282000, 66, 5133
284000, 63, 5086
286000, 66, 5181
288000, 76, 5128
290000, 60, 5049
292000, 61, 5032
294000, 69, 5103
296000, 67, 5029
298000, 77, 5149
300000, 79, 5095
302000, 62, 5185
304000, 61, 5174
306000, 64, 5184
308000, 70, 5023
310000, 68, 5003
312000, 77, 5034
314000, 78, 5097
316000, 64, 5124
318000, 69, 5155
320000, 61, 5109
322000, 60, 5133
324000, 63, 5087
326000, 63, 5020
328000, 65, 5179
330000, 72, 5057
332000, 66, 5082
334000, 62, 5166
336000, 70, 5001
338000, 63, 5181
340000, 77, 5030
342000, 66, 5120
344000, 76, 5167
346000, 76, 5006
348000, 72, 5152
350000, 65, 5037
352000, 61, 5003
354000, 69, 5144
356000, 65, 5000
358000, 79, 5067
360000, 60, 5069
362000, 61, 5140
364000, 61, 5011
366000, 78, 5093
368000, 62, 5113
370000, 69, 5199
372000, 73, 5020
374000, 70, 5018
376000, 72, 5103
378000, 74, 5149
380000, 78, 5092
382000, 79, 5027
384000, 77, 5057
386000, 60, 5015
388000, 60, 5047
390000, 69, 5078
392000, 73, 5003
394000, 65, 5094
396000, 70, 5099
398000, 74, 5082
400000, 74, 5021
402000, 78, 5091
404000, 65, 5141
406000, 65, 5159
408000, 64, 5026
410000, 73, 5192
412000, 73, 5190
414000, 67, 5016
416000, 65, 5055
418000, 70, 5166
420000, 76, 5181
422000, 74, 5138
424000, 65, 5121
426000, 77, 5123
428000, 69, 5055
430000, 63, 5111
432000, 66, 5131
434000, 63, 5066
436000, 78, 5196
438000, 65, 5130
440000, 68, 5009
442000, 61, 5080
444000, 64, 5175
446000, 60, 5179
448000, 60, 5181
450000, 75, 5159
452000, 78, 5031
454000, 71, 5090
456000, 61, 5148
458000, 62, 5192
460000, 62, 5008
462000, 66, 5127
464000, 64, 5145
466000, 76, 5162
468000, 73, 5199
470000, 62, 5123
472000, 79, 5161
474000, 77, 5128
476000, 71, 5113
478000, 71, 5121
480000, 77, 5198
482000, 63, 5143
484000, 63, 5138
486000, 63, 5170
488000, 66, 5178
490000, 61, 5103
492000, 72, 5158
494000, 77, 5048
496000, 61, 5134
498000, 74, 5085
