PH, moisture
82000, 71, 5045
84000, 69, 5032
86000, 72, 5199
88000, 62, 5152
90000, 66, 5173
92000, 77, 5021
94000, 70, 5088
96000, 67, 5197
98000, 68, 5118
100000, 64, 5031
102000, 72, 5049
104000, 76, 5009
106000, 66, 5065
108000, 67, 5159
110000, 69, 5042
112000, 78, 5137
114000, 76, 5108
116000, 63, 5187
118000, 61, 5032
120000, 62, 5148
122000, 69, 5194
124000, 71, 5047
126000, 79, 5155
128000, 61, 5046
130000, 63, 5032
132000, 68, 5051
134000, 60, 5022
136000, 78, 5092
138000, 74, 5018
140000, 77, 5001
142000, 67, 5083
144000, 63, 5069
146000, 78, 5060
148000, 75, 5117
150000, 71, 5103
152000, 78, 5192
154000, 68, 5027
156000, 79, 5030
158000, 77, 5049
160000, 79, 5162
162000, 77, 5100
164000, 60, 5175
166000, 62, 5142
168000, 77, 5093
170000, 77, 5144
172000, 75, 5099
174000, 68, 5114
176000, 71, 5175
178000, 61, 5196
180000, 71, 5130
182000, 75, 5161
184000, 71, 5038
186000, 77, 5183
188000, 64, 5009
190000, 65, 5035
192000, 76, 5116
194000, 66, 5157
196000, 71, 5024
198000, 60, 5084
200000, 76, 5060
202000, 62, 5124
204000, 68, 5175
206000, 64, 5076
208000, 65, 5114
210000, 79, 5136
212000, 76, 5084
214000, 71, 5186
216000, 65, 5117
218000, 61, 5109
220000, 69, 5036
222000, 74, 5100
224000, 63, 5178
226000, 71, 5122
228000, 73, 5077
230000, 79, 5162
232000, 79, 5049
234000, 60, 5196
236000, 61, 5009
238000, 72, 5059
240000, 74, 5081
242000, 79, 5010
244000, 61, 5168
246000, 70, 5057
248000, 66, 5002
250000, 76, 5187
252000, 65, 5050
254000, 72, 5042
256000, 64, 5155
258000, 79, 5105
260000, 72, 5160
262000, 60, 5132
264000, 62, 5037
266000, 62, 5170
268000, 69, 5193
270000, 66, 5151
272000, 74, 5038
274000, 61, 5172
276000, 71, 5194
278000, 68, 5112
280000, 72, 5151
282000, 76, 5069
284000, 73, 5080
286000, 62, 5096
288000, 73, 5166
290000, 60, 5043
292000, 77, 5130
294000, 66, 5179
296000, 74, 5175
298000, 70, 5161
300000, 61, 5062
302000, 64, 5000
304000, 70, 5057
306000, 75, 5090
308000, 70, 5167
310000, 79, 5037
312000, 61, 5087
314000, 67, 5180
316000, 71, 5081
318000, 72, 5010
320000, 79, 5067
322000, 65, 5008
324000, 73, 5113
326000, 76, 5187
328000, 62, 5021
330000, 78, 5095
332000, 77, 5178
334000, 70, 5001
336000, 66, 5043
338000, 61, 5157
340000, 68, 5133
342000, 64, 5028
344000, 63, 5068
346000, 70, 5151
348000, 65, 5087
350000, 64, 5171
352000, 66, 5132
354000, 71, 5178
356000, 71, 5108
358000, 64, 5103
360000, 64, 5079
362000, 68, 5128
364000, 75, 5059
366000, 62, 5139
368000, 67, 5019
370000, 64, 5146
372000, 76, 5130
374000, 63, 5001
376000, 68, 5022
378000, 70, 5114
380000, 61, 5034
382000, 79, 5029
384000, 78, 5179
386000, 68, 5102
388000, 73, 5058
390000, 64, 5051
392000, 69, 5061
394000, 79, 5000
396000, 74, 5083
398000, 68, 5102
400000, 66, 5005
402000, 75, 5048
404000, 71, 5084
406000, 72, 5170
408000, 78, 5042
410000, 74, 5170
412000, 75, 5006
414000, 78, 5089
416000, 73, 5135
418000, 65, 5077
420000, 73, 5140
422000, 70, 5141
424000, 79, 5082
426000, 76, 5033
428000, 73, 5003
430000, 70, 5129
432000, 76, 5130
434000, 60, 5099
436000, 67, 5196
438000, 65, 5032
440000, 66, 5170
442000, 77, 5168
444000, 61, 5006
446000, 67, 5060
448000, 71, 5115
450000, 62, 5089
452000, 64, 5049
454000, 63, 5149
456000, 67, 5110
458000, 73, 5117
460000, 67, 5050
462000, 74, 5049
464000, 74, 5194
466000, 72, 5193
468000, 78, 5194
470000, 67, 5176
472000, 79, 5083
474000, 74, 5149
476000, 69, 5193
478000, 79, 5084
480000, 64, 5053
482000, 60, 5087
484000, 79, 5158
486000, 62, 5136
488000, 61, 5142
490000, 60, 5162
492000, 64, 5188
494000, 77, 5125
496000, 65, 5161
498000, 74, 5178
500000, 70, 5089
502000, 67, 5051
504000, 71, 5116
506000, 62, 5147
508000, 77, 5043
510000, 67, 5046
512000, 69, 5180
514000, 64, 5104
516000, 77, 5184
518000, 66, 5057
520000, 63, 5145
522000, 79, 5160
524000, 66, 5143
526000, 67, 5033
528000, 69, 5051
530000, 67, 5154
532000, 65, 5164
534000, 70, 5043
536000, 70, 5126
538000, 62, 5007
540000, 62, 5119
542000, 60, 5018
544000, 79, 5053
546000, 64, 5020
548000, 60, 5088
550000, 73, 5147
552000, 60, 5109
554000, 71, 5198
556000, 71, 5083
558000, 69, 5170
560000, 69, 5018
562000, 67, 5003
564000, 64, 5167
566000, 69, 5007
568000, 67, 5026
570000, 73, 5185
572000, 67, 5110
574000, 60, 5099
576000, 60, 5083
578000, 68, 5136
580000, 70, 5041
582000, 63, 5180
584000, 77, 5179
586000, 68, 5132
588000, 76, 5040
590000, 62, 5049
592000, 64, 5135
594000, 74, 5008
596000, 65, 5145
598000, 62, 5066
600000, 63, 5017
602000, 79, 5032
604000, 75, 5036
606000, 77, 5159
608000, 68, 5016
610000, 60, 5062
612000, 69, 5132
614000, 67, 5063
616000, 76, 5194
618000, 77, 5137
620000, 79, 5119
622000, 71, 5110
624000, 73, 5003
626000, 77, 5100
628000, 61, 5104
630000, 64, 5064
632000, 76, 5125
634000, 75, 5127
636000, 65, 5127
638000, 63, 5054
640000, 77, 5099
642000, 65, 5186
644000, 79, 5169
646000, 66, 5065
648000, 72, 5022
650000, 67, 5085
652000, 68, 5101
654000, 72, 5124
656000, 72, 5198
658000, 71, 5186
660000, 76, 5156
662000, 68, 5028
664000, 77, 5093
666000, 72, 5031
668000, 61, 5129
670000, 78, 5043
672000, 73, 5189
674000, 63, 5094
676000, 66, 5129
678000, 75, 5080
680000, 67, 5066
682000, 65, 5041
684000, 74, 5160
686000, 75, 5104
688000, 72, 5009
690000, 70, 5104
692000, 71, 5064
694000, 71, 5043
696000, 78, 5031
698000, 66, 5149
700000, 76, 5070
702000, 76, 5069
704000, 75, 5095
706000, 75, 5042
708000, 69, 5138
710000, 61, 5193
712000, 64, 5143
714000, 62, 5136
716000, 69, 5077
718000, 62, 5123
720000, 77, 5173
722000, 61, 5074
724000, 69, 5012
726000, 66, 5125
728000, 79, 5144
730000, 63, 5150
732000, 60, 5040
734000, 78, 5042
736000, 63, 5176
738000, 71, 5163
740000, 61, 5165
742000, 72, 5019
744000, 73, 5013
746000, 77, 5125
748000, 65, 5199
750000, 74, 5105
752000, 75, 5037
754000, 67, 5184
756000, 61, 5147
758000, 65, 5133
760000, 66, 5039
762000, 69, 5040
764000, 67, 5091
766000, 77, 5109
768000, 78, 5069
770000, 74, 5067
772000, 65, 5047
774000, 70, 5055
776000, 60, 5106
778000, 67, 5062
780000, 73, 5135
782000, 75, 5092
784000, 78, 5136
786000, 71, 5132
788000, 69, 5071
790000, 79, 5174
792000, 71, 5139
794000, 62, 5193
796000, 63, 5180
798000, 72, 5104
800000, 72, 5021
