moisture (%)
85000, 3806
90000, 3740
95000, 3869
100000, 3820
105000, 3841
110000, 3892
115000, 3829
120000, 3841
125000, 3876
130000, 3779
135000, 3869
140000, 3718
145000, 3778
150000, 3749
155000, 3753
160000, 3886
165000, 3762
170000, 3896
175000, 3812
180000, 3764
185000, 3813
190000, 3827
195000, 3746
200000, 3762
205000, 3741
210000, 3708
215000, 3840
220000, 3827
225000, 3733
230000, 3702
235000, 3774
240000, 3813
245000, 3802
250000, 3712
255000, 3777
260000, 3820
265000, 3818
270000, 3869
275000, 3847
280000, 3833
285000, 3860
290000, 3840
295000, 3884
300000, 3845
305000, 3770
310000, 3846
315000, 3895
320000, 3793
325000, 3840
330000, 3819
335000, 3719
340000, 3712
345000, 3759
350000, 3806
355000, 3858
360000, 3818
365000, 3895
370000, 3884
375000, 3744
380000, 3702
385000, 3881
390000, 3725
395000, 3737
400000, 3759
405000, 3851
410000, 3889
415000, 3794
420000, 3831
425000, 3859
430000, 3809
435000, 3777
440000, 3729
445000, 3823
450000, 3841
455000, 3836
460000, 3804
465000, 3813
470000, 3786
475000, 3813
480000, 3871
485000, 3824
490000, 3803
495000, 3767
500000, 3730
505000, 3818
510000, 3817
515000, 3761
520000, 3731
525000, 3844
530000, 3870
535000, 3775
540000, 3860
545000, 3806
550000, 3715
555000, 3814
560000, 3866
565000, 3874
570000, 3769
575000, 3821
580000, 3895
585000, 3728
590000, 3842
595000, 3829
600000, 3835
605000, 3759
610000, 3722
615000, 3838
620000, 3718
625000, 3805
630000, 3858
635000, 3736
640000, 3786
645000, 3767
650000, 3801
655000, 3847
660000, 3712
665000, 3850
670000, 3732
675000, 3723
680000, 3751
685000, 3801
690000, 3837
695000, 3733
700000, 3868
705000, 3830
710000, 3892
715000, 3887
720000, 3765
725000, 3725
730000, 3782
735000, 3889
740000, 3728
745000, 3888
750000, 3893
755000, 3857
760000, 3831
765000, 3880
770000, 3785
775000, 3752
780000, 3796
785000, 3869
790000, 3701
795000, 3820
800000, 3747
805000, 3765
810000, 3886
815000, 3815
820000, 3791
825000, 3797
830000, 3715
835000, 3824
840000, 3748
845000, 3713
850000, 3816
855000, 3791
860000, 3863
865000, 3850
870000, 3782
875000, 3889
880000, 3886
885000, 3816
890000, 3840
895000, 3708
900000, 3740
905000, 3753
910000, 3808
915000, 3748
920000, 3873
925000, 3832
930000, 3857
935000, 3824
940000, 3725
945000, 3893
950000, 3885
955000, 3785
960000, 3815
965000, 3839
970000, 3705
975000, 3866
980000, 3710
985000, 3840
990000, 3764
995000, 3870
1000000, 3768
1005000, 3848
1010000, 3826
1015000, 3888
1020000, 3885
1025000, 3808
1030000, 3765
1035000, 3744
1040000, 3862
1045000, 3850
1050000, 3805
1055000, 3870
1060000, 3879
1065000, 3754
1070000, 3716
1075000, 3878
1080000, 3713
1085000, 3772
1090000, 3866
1095000, 3822
1100000, 3863
1105000, 3802
1110000, 3802
1115000, 3868
1120000, 3730
1125000, 3831
1130000, 3823
1135000, 3811
1140000, 3719
1145000, 3845
1150000, 3868
1155000, 3877
1160000, 3884
1165000, 3745
1170000, 3721
1175000, 3868
1180000, 3842
1185000, 3747
1190000, 3771
1195000, 3724
1200000, 3804
1205000, 3794
1210000, 3706
1215000, 3728
1220000, 3761
1225000, 3875
1230000, 3797
1235000, 3747
1240000, 3703
1245000, 3810
1250000, 3760
1255000, 3777
1260000, 3853
1265000, 3868
1270000, 3811
1275000, 3831
1280000, 3859
1285000, 3871
1290000, 3835
1295000, 3713
1300000, 3721
1305000, 3712
1310000, 3743
1315000, 3759
1320000, 3759
1325000, 3719
1330000, 3835
1335000, 3864
1340000, 3877
1345000, 3784
1350000, 3764
1355000, 3739
1360000, 3735
1365000, 3772
1370000, 3739
1375000, 3727
1380000, 3840
1385000, 3808
1390000, 3705
1395000, 3846
1400000, 3702
1405000, 3873
1410000, 3884
1415000, 3839
1420000, 3861
1425000, 3788
1430000, 3737
1435000, 3795
1440000, 3761
1445000, 3782
1450000, 3896
1455000, 3848
1460000, 3706
1465000, 3714
1470000, 3788
1475000, 3820
1480000, 3899
1485000, 3743
1490000, 3854
1495000, 3750
1500000, 3841
1505000, 3892
1510000, 3794
1515000, 3707
1520000, 3785
1525000, 3750
1530000, 3740
1535000, 3746
1540000, 3741
1545000, 3714
1550000, 3702
1555000, 3714
1560000, 3795
1565000, 3872
1570000, 3707
1575000, 3782
1580000, 3772
1585000, 3731
1590000, 3812
1595000, 3721
1600000, 3734
1605000, 3759
1610000, 3801
1615000, 3894
1620000, 3881
1625000, 3796
1630000, 3886
1635000, 3812
1640000, 3807
1645000, 3874
1650000, 3704
1655000, 3895
1660000, 3853
1665000, 3766
1670000, 3777
1675000, 3832
1680000, 3715
1685000, 3713
1690000, 3797
1695000, 3708
1700000, 3834
1705000, 3841
1710000, 3857
1715000, 3785
1720000, 3727
1725000, 3772
1730000, 3769
1735000, 3707
1740000, 3770
1745000, 3756
1750000, 3757
1755000, 3732
1760000, 3858
1765000, 3756
1770000, 3860
1775000, 3774
1780000, 3773
1785000, 3822
1790000, 3772
1795000, 3819
