PH, moisture
82000, 71, 5032
84000, 64, 5012
86000, 68, 5091
88000, 68, 5090
90000, 68, 5122
92000, 61, 5072
94000, 65, 5160
96000, 73, 5157
98000, 70, 5014
100000, 72, 5060
102000, 74, 5094
104000, 77, 5079
106000, 74, 5190
108000, 67, 5151
110000, 79, 5009
112000, 60, 5136
114000, 73, 5045
116000, 62, 5025
118000, 66, 5057
120000, 70, 5116
122000, 60, 5165
124000, 75, 5032
126000, 66, 5094
128000, 73, 5129
130000, 64, 5172
132000, 64, 5033
134000, 72, 5155
136000, 77, 5178
138000, 77, 5065
140000, 72, 5077
142000, 74, 5101
144000, 78, 5089
146000, 67, 5034
148000, 77, 5192
150000, 63, 5088
152000, 69, 5041
154000, 63, 5060
156000, 78, 5094
158000, 70, 5188
160000, 77, 5193
162000, 76, 5065
164000, 62, 5030
166000, 77, 5005
168000, 60, 5158
170000, 79, 5024
172000, 79, 5173
174000, 79, 5075
176000, 60, 5170
178000, 69, 5108
180000, 60, 5045
182000, 73, 5127
184000, 79, 5026
186000, 62, 5041
188000, 61, 5035
190000, 78, 5074
192000, 78, 5085
194000, 63, 5047
196000, 60, 5087
198000, 61, 5113
200000, 64, 5113
202000, 77, 5147
204000, 62, 5111
206000, 64, 5081
208000, 65, 5106
210000, 62, 5093
212000, 72, 5070
214000, 75, 5179
216000, 72, 5012
218000, 74, 5044
220000, 72, 5161
222000, 76, 5186
224000, 60, 5157
226000, 60, 5122
228000, 78, 5020
230000, 68, 5149
232000, 72, 5096
234000, 79, 5056
236000, 73, 5182
238000, 64, 5033
240000, 69, 5159
242000, 69, 5162
244000, 64, 5197
246000, 76, 5011
248000, 62, 5180
250000, 78, 5054
252000, 67, 5022
254000, 73, 5175
256000, 75, 5073
258000, 70, 5189
260000, 61, 5130
262000, 62, 5191
264000, 66, 5129
266000, 78, 5159
268000, 77, 5030
270000, 79, 5124
272000, 73, 5181
274000, 65, 5034
276000, 76, 5120
278000, 73, 5105
280000, 67, 5105
282000, 73, 5152
284000, 70, 5147
286000, 70, 5081
288000, 69, 5127
290000, 75, 5062
292000, 60, 5063
294000, 67, 5107
296000, 71, 5145
298000, 69, 5187
300000, 64, 5196
302000, 78, 5117
304000, 61, 5036
306000, 68, 5037
308000, 78, 5117
310000, 72, 5159
312000, 79, 5019
314000, 79, 5031
316000, 78, 5119
318000, 73, 5194
320000, 73, 5181
322000, 71, 5003
324000, 76, 5148
326000, 71, 5156
328000, 60, 5045
330000, 68, 5128
332000, 68, 5051
334000, 79, 5050
336000, 68, 5164
338000, 68, 5058
340000, 63, 5044
342000, 66, 5120
344000, 67, 5072
346000, 75, 5128
348000, 66, 5065
350000, 74, 5037
352000, 63, 5068
354000, 60, 5038
356000, 65, 5058
358000, 71, 5041
360000, 63, 5053
362000, 63, 5070
364000, 76, 5060
366000, 63, 5000
368000, 74, 5052
370000, 77, 5038
372000, 72, 5002
374000, 66, 5071
376000, 72, 5041
378000, 77, 5152
380000, 75, 5055
382000, 71, 5007
384000, 73, 5192
386000, 78, 5184
388000, 76, 5015
390000, 77, 5171
392000, 61, 5157
394000, 76, 5179
396000, 70, 5116
398000, 69, 5195
400000, 66, 5073
402000, 64, 5164
404000, 71, 5178
406000, 61, 5113
408000, 79, 5161
410000, 70, 5034
412000, 63, 5042
414000, 72, 5015
416000, 66, 5085
418000, 60, 5124
420000, 62, 5166
422000, 60, 5121
424000, 61, 5034
426000, 70, 5043
428000, 72, 5121
430000, 67, 5123
432000, 68, 5175
434000, 73, 5174
436000, 78, 5112
438000, 70, 5017
440000, 68, 5033
442000, 64, 5080
444000, 64, 5089
446000, 66, 5079
448000, 66, 5077
450000, 70, 5185
452000, 62, 5195
454000, 68, 5195
456000, 66, 5038
458000, 77, 5039
460000, 70, 5126
462000, 73, 5193
464000, 66, 5176
466000, 68, 5094
468000, 78, 5189
470000, 78, 5065
472000, 75, 5007
474000, 77, 5147
476000, 64, 5048
478000, 73, 5142
480000, 75, 5088
482000, 71, 5045
484000, 73, 5127
486000, 73, 5001
488000, 79, 5046
490000, 73, 5175
492000, 63, 5017
494000, 68, 5079
496000, 70, 5052
498000, 65, 5085
500000, 61, 5171
502000, 65, 5151
504000, 62, 5105
506000, 66, 5081
508000, 74, 5163
510000, 79, 5024
512000, 75, 5135
514000, 68, 5136
516000, 62, 5036
518000, 78, 5065
520000, 61, 5191
522000, 68, 5053
524000, 71, 5164
526000, 75, 5034
528000, 68, 5057
530000, 66, 5180
532000, 60, 5015
534000, 71, 5024
536000, 68, 5096
538000, 79, 5136
540000, 79, 5119
542000, 79, 5193
544000, 75, 5094
546000, 65, 5024
548000, 76, 5174
550000, 79, 5052
552000, 72, 5082
554000, 60, 5153
556000, 66, 5104
558000, 64, 5052
560000, 67, 5093
562000, 61, 5149
564000, 63, 5107
566000, 77, 5056
568000, 60, 5179
570000, 76, 5196
572000, 71, 5000
574000, 74, 5035
576000, 78, 5109
578000, 63, 5063
580000, 75, 5000
582000, 61, 5085
584000, 66, 5045
586000, 78, 5097
588000, 75, 5070
590000, 70, 5022
592000, 73, 5123
594000, 75, 5040
596000, 62, 5183
598000, 78, 5129
600000, 65, 5113
602000, 61, 5053
604000, 79, 5183
606000, 68, 5080
608000, 74, 5188
610000, 79, 5007
612000, 73, 5111
614000, 70, 5001
616000, 66, 5041
618000, 65, 5026
620000, 71, 5020
622000, 74, 5085
624000, 72, 5041
626000, 77, 5187
628000, 78, 5158
630000, 79, 5169
632000, 71, 5191
634000, 70, 5063
636000, 75, 5000
638000, 75, 5111
640000, 60, 5135
642000, 70, 5022
644000, 60, 5143
646000, 75, 5031
648000, 67, 5014
650000, 79, 5155
652000, 61, 5008
654000, 65, 5162
656000, 65, 5009
658000, 79, 5180
660000, 67, 5010
662000, 79, 5016
664000, 78, 5024
666000, 72, 5055
668000, 60, 5068
670000, 70, 5116
672000, 73, 5023
674000, 65, 5043
676000, 73, 5093
678000, 78, 5079
680000, 65, 5015
682000, 61, 5104
684000, 79, 5018
686000, 61, 5186
688000, 77, 5041
690000, 71, 5188
692000, 78, 5070
694000, 65, 5042
696000, 72, 5034
698000, 69, 5152
700000, 74, 5082
702000, 74, 5147
704000, 72, 5094
706000, 60, 5142
708000, 73, 5084
710000, 72, 5170
712000, 65, 5118
714000, 61, 5130
716000, 76, 5050
718000, 79, 5113
720000, 75, 5155
722000, 62, 5119
724000, 77, 5074
726000, 62, 5165
728000, 76, 5040
730000, 63, 5094
732000, 73, 5092
734000, 75, 5047
736000, 60, 5193
738000, 65, 5096
740000, 74, 5074
742000, 76, 5162
744000, 61, 5181
746000, 70, 5182
748000, 76, 5172
750000, 60, 5021
752000, 67, 5111
754000, 75, 5131
756000, 69, 5066
758000, 62, 5075
760000, 63, 5192
762000, 61, 5154
764000, 75, 5140
766000, 77, 5031
768000, 75, 5078
770000, 62, 5064
772000, 66, 5122
774000, 69, 5165
776000, 66, 5015
778000, 62, 5040
780000, 64, 5195
782000, 60, 5062
784000, 72, 5122
786000, 73, 5028
788000, 71, 5140
790000, 62, 5096
792000, 61, 5037
794000, 62, 5090
796000, 60, 5171
798000, 63, 5030
800000, 68, 5081
802000, 74, 5133
804000, 63, 5111
806000, 60, 5042
808000, 77, 5038
810000, 77, 5028
812000, 79, 5041
814000, 63, 5097
816000, 74, 5176
818000, 79, 5163
820000, 79, 5148
822000, 75, 5183
824000, 68, 5093
826000, 77, 5199
828000, 72, 5099
830000, 70, 5196
832000, 66, 5084
834000, 62, 5035
836000, 69, 5161
838000, 68, 5158
840000, 67, 5080
842000, 79, 5099
844000, 68, 5003
846000, 69, 5174
848000, 76, 5064
850000, 68, 5198
852000, 74, 5127
854000, 72, 5047
856000, 76, 5170
858000, 74, 5032
860000, 62, 5089
862000, 73, 5017
864000, 78, 5180
866000, 77, 5107
868000, 60, 5157
870000, 76, 5008
872000, 70, 5106
874000, 71, 5168
876000, 73, 5092
878000, 70, 5140
880000, 73, 5161
882000, 75, 5025
884000, 66, 5104
886000, 61, 5133
888000, 73, 5047
890000, 64, 5168
892000, 64, 5020
894000, 62, 5061
896000, 75, 5102
898000, 67, 5044
900000, 66, 5192
902000, 73, 5017
904000, 72, 5019
906000, 66, 5139
908000, 64, 5146
910000, 64, 5036
912000, 79, 5005
914000, 71, 5037
916000, 74, 5141
918000, 76, 5091
920000, 76, 5156
922000, 76, 5170
924000, 67, 5175
926000, 69, 5025
928000, 64, 5014
930000, 68, 5107
932000, 66, 5026
934000, 68, 5070
936000, 78, 5022
938000, 77, 5018
940000, 61, 5185
942000, 79, 5042
944000, 71, 5099
946000, 69, 5195
948000, 75, 5192
950000, 69, 5127
952000, 74, 5119
954000, 65, 5084
956000, 70, 5118
958000, 60, 5142
960000, 72, 5044
962000, 74, 5124
964000, 74, 5190
966000, 63, 5060
968000, 72, 5151
970000, 73, 5134
972000, 79, 5016
974000, 60, 5094
976000, 77, 5154
978000, 63, 5030
980000, 62, 5044
982000, 69, 5181
984000, 67, 5151
986000, 60, 5036
988000, 65, 5039
990000, 79, 5023
992000, 76, 5117
994000, 71, 5098
996000, 61, 5080
998000, 69, 5050
1000000, 65, 5044
1002000, 60, 5033
1004000, 60, 5020
1006000, 76, 5166
