light
110000, 4393
140000, 4478
170000, 4305
200000, 4413
230000, 4302
260000, 4481
290000, 4339
320000, 4498
350000, 4436
380000, 4472
410000, 4408
440000, 4435
470000, 4388
500000, 4376
530000, 4403
560000, 4328
590000, 4346
620000, 4434
650000, 4303
680000, 4416
710000, 4336
740000, 4382
770000, 4337
800000, 4328
830000, 4313
860000, 4469
890000, 4440
920000, 4402
950000, 4377
980000, 4408
1010000, 4308
1040000, 4408
1070000, 4345
1100000, 4368
1130000, 4388
1160000, 4316
1190000, 4362
1220000, 4323
1250000, 4415
1280000, 4389
1310000, 4457
1340000, 4303
1370000, 4417
1400000, 4421
1430000, 4425
1460000, 4459
1490000, 4479
1520000, 4439
1550000, 4305
1580000, 4303
1610000, 4462
1640000, 4313
1670000, 4402
1700000, 4433
1730000, 4358
1760000, 4417
1790000, 4389
