PH, moisture
82000, 66, 5146
84000, 79, 5018
86000, 69, 5054
88000, 79, 5182
90000, 63, 5157
92000, 67, 5035
94000, 64, 5190
96000, 71, 5124
98000, 61, 5034
100000, 73, 5096
102000, 68, 5101
104000, 77, 5092
106000, 77, 5144
108000, 72, 5032
110000, 62, 5162
112000, 72, 5004
114000, 79, 5198
116000, 68, 5036
118000, 72, 5011
120000, 63, 5160
122000, 64, 5140
124000, 73, 5042
126000, 65, 5020
128000, 61, 5120
130000, 73, 5138
132000, 69, 5076
134000, 68, 5110
136000, 63, 5093
138000, 64, 5137
140000, 74, 5047
142000, 64, 5017
144000, 74, 5078
146000, 68, 5069
148000, 71, 5134
150000, 65, 5029
152000, 64, 5019
154000, 72, 5018
156000, 77, 5182
158000, 72, 5042
160000, 66, 5153
162000, 77, 5151
164000, 73, 5007
166000, 78, 5154
168000, 73, 5125
170000, 72, 5073
172000, 66, 5072
174000, 70, 5009
176000, 69, 5083
178000, 69, 5017
180000, 75, 5064
182000, 76, 5006
184000, 68, 5173
186000, 76, 5017
188000, 73, 5194
190000, 74, 5099
192000, 64, 5044
194000, 78, 5019
196000, 74, 5044
198000, 73, 5111
200000, 75, 5095
202000, 73, 5066
204000, 77, 5164
206000, 75, 5058
208000, 65, 5182
210000, 73, 5153
212000, 73, 5193
214000, 71, 5009
216000, 75, 5112
218000, 62, 5002
220000, 64, 5191
222000, 76, 5080
224000, 68, 5116
226000, 60, 5000
228000, 66, 5079
230000, 77, 5033
232000, 68, 5179
234000, 63, 5050
236000, 78, 5144
238000, 67, 5101
240000, 71, 5036
242000, 79, 5045
244000, 78, 5034
246000, 70, 5151
248000, 64, 5141
250000, 69, 5114
252000, 77, 5098
254000, 64, 5147
256000, 69, 5092
258000, 69, 5174
260000, 67, 5128
262000, 66, 5198
264000, 71, 5195
266000, 73, 5081
268000, 63, 5155
270000, 74, 5117
272000, 72, 5022
274000, 77, 5115
276000, 71, 5134
278000, 63, 5077
280000, 77, 5048
282000, 74, 5091
284000, 64, 5002
286000, 75, 5072
288000, 65, 5110
290000, 75, 5054
292000, 77, 5134
294000, 60, 5071
296000, 61, 5097
298000, 71, 5002
300000, 72, 5085
302000, 68, 5122
304000, 64, 5131
306000, 67, 5043
308000, 76, 5129
310000, 73, 5110
312000, 70, 5115
314000, 65, 5023
316000, 63, 5033
318000, 70, 5112
320000, 76, 5079
322000, 68, 5183
324000, 66, 5066
326000, 61, 5132
328000, 60, 5032
330000, 74, 5182
332000, 69, 5147
334000, 64, 5122
336000, 61, 5101
338000, 72, 5031
340000, 72, 5151
342000, 73, 5146
344000, 64, 5077
346000, 77, 5119
348000, 66, 5126
350000, 78, 5054
352000, 76, 5042
354000, 61, 5086
356000, 64, 5009
358000, 77, 5111
360000, 77, 5196
362000, 60, 5191
364000, 74, 5112
366000, 74, 5191
368000, 67, 5095
370000, 70, 5010
372000, 70, 5138
374000, 68, 5012
376000, 78, 5198
378000, 67, 5097
380000, 77, 5195
382000, 70, 5034
384000, 62, 5047
386000, 72, 5000
388000, 72, 5096
390000, 63, 5047
392000, 65, 5145
394000, 63, 5015
396000, 60, 5086
398000, 72, 5094
400000, 67, 5109
402000, 62, 5136
404000, 66, 5183
406000, 62, 5065
408000, 67, 5135
410000, 69, 5066
412000, 67, 5133
414000, 65, 5006
416000, 74, 5011
418000, 68, 5076
420000, 78, 5169
422000, 79, 5181
424000, 72, 5161
426000, 62, 5182
428000, 74, 5090
430000, 76, 5100
432000, 78, 5114
434000, 61, 5048
436000, 75, 5023
438000, 66, 5023
440000, 66, 5048
442000, 71, 5130
444000, 78, 5141
446000, 67, 5031
448000, 63, 5017
450000, 77, 5115
452000, 70, 5193
454000, 63, 5186
456000, 73, 5124
458000, 69, 5088
460000, 61, 5168
462000, 65, 5179
464000, 74, 5046
466000, 60, 5069
468000, 73, 5087
470000, 74, 5130
472000, 79, 5061
474000, 78, 5073
476000, 65, 5058
478000, 71, 5193
480000, 72, 5160
482000, 64, 5184
484000, 75, 5096
486000, 66, 5106
488000, 70, 5156
490000, 69, 5138
492000, 70, 5165
494000, 67, 5043
496000, 70, 5147
498000, 62, 5085
500000, 65, 5127
502000, 68, 5115
504000, 78, 5151
506000, 66, 5181
508000, 62, 5176
510000, 75, 5178
512000, 66, 5088
514000, 78, 5107
516000, 63, 5141
518000, 68, 5146
520000, 75, 5172
522000, 60, 5096
524000, 77, 5174
526000, 78, 5033
528000, 65, 5099
530000, 66, 5052
532000, 77, 5196
534000, 78, 5039
536000, 60, 5014
538000, 75, 5043
540000, 67, 5119
542000, 67, 5155
544000, 61, 5118
546000, 63, 5012
548000, 67, 5058
550000, 65, 5128
552000, 71, 5151
554000, 73, 5125
556000, 61, 5103
558000, 68, 5186
560000, 60, 5036
562000, 69, 5129
564000, 62, 5074
566000, 68, 5086
568000, 62, 5142
570000, 61, 5164
572000, 70, 5198
574000, 79, 5162
576000, 78, 5076
578000, 65, 5057
580000, 70, 5058
582000, 75, 5115
584000, 71, 5127
586000, 74, 5102
588000, 70, 5169
590000, 75, 5001
592000, 60, 5109
594000, 79, 5008
596000, 71, 5067
598000, 74, 5055
600000, 61, 5177
602000, 78, 5158
604000, 67, 5189
606000, 78, 5062
608000, 70, 5000
610000, 61, 5064
612000, 64, 5145
614000, 74, 5050
616000, 68, 5024
618000, 70, 5037
620000, 62, 5169
622000, 70, 5045
624000, 73, 5056
626000, 76, 5014
628000, 63, 5069
630000, 70, 5169
632000, 65, 5057
634000, 76, 5056
636000, 63, 5083
638000, 75, 5055
640000, 79, 5160
642000, 79, 5159
644000, 74, 5168
646000, 65, 5130
648000, 77, 5110
650000, 61, 5174
652000, 78, 5167
654000, 71, 5024
656000, 79, 5050
658000, 78, 5055
660000, 74, 5141
662000, 60, 5189
