PH, moisture
82000, 71, 5032
84000, 67, 5110
86000, 66, 5074
88000, 78, 5174
90000, 61, 5189
92000, 74, 5037
94000, 70, 5187
96000, 79, 5031
98000, 71, 5118
100000, 71, 5030
102000, 67, 5001
104000, 65, 5089
106000, 67, 5174
108000, 64, 5025
110000, 70, 5091
112000, 79, 5115
114000, 76, 5005
116000, 64, 5117
118000, 66, 5187
120000, 64, 5040
122000, 65, 5122
124000, 70, 5010
126000, 62, 5175
128000, 73, 5194
130000, 73, 5079
132000, 75, 5095
134000, 78, 5134
136000, 74, 5148
138000, 73, 5079
140000, 65, 5113
142000, 78, 5054
144000, 64, 5026
146000, 77, 5028
148000, 77, 5025
150000, 69, 5040
152000, 79, 5026
154000, 77, 5193
156000, 63, 5137
158000, 79, 5031
160000, 74, 5124
162000, 60, 5150
164000, 65, 5074
166000, 76, 5146
168000, 66, 5048
170000, 67, 5046
172000, 73, 5179
174000, 76, 5170
176000, 62, 5039
178000, 72, 5159
180000, 63, 5106
182000, 73, 5169
184000, 66, 5052
186000, 78, 5005
188000, 73, 5109
190000, 63, 5108
192000, 71, 5087
194000, 61, 5069
196000, 69, 5053
198000, 76, 5104
200000, 64, 5106
202000, 73, 5113
204000, 72, 5079
206000, 64, 5131
208000, 63, 5041
210000, 69, 5186
212000, 71, 5120
214000, 65, 5162
216000, 69, 5046
218000, 68, 5041
220000, 66, 5097
222000, 71, 5187
224000, 78, 5103
226000, 72, 5064
228000, 65, 5028
230000, 75, 5166
232000, 62, 5000
234000, 64, 5025
236000, 66, 5008
238000, 63, 5049
240000, 70, 5139
242000, 63, 5101
244000, 63, 5195
246000, 73, 5047
248000, 68, 5041
250000, 70, 5010
252000, 75, 5080
254000, 79, 5015
256000, 61, 5176
258000, 64, 5121
260000, 64, 5110
262000, 75, 5190
264000, 72, 5043
266000, 69, 5159
268000, 76, 5186
270000, 62, 5114
272000, 69, 5103
274000, 67, 5196
276000, 66, 5168
278000, 67, 5071
280000, 72, 5150
282000, 71, 5017
284000, 77, 5020
286000, 71, 5003
288000, 76, 5051
290000, 61, 5033
292000, 61, 5028
294000, 66, 5103
296000, 62, 5095
298000, 63, 5143
300000, 71, 5071
302000, 68, 5149
304000, 69, 5120
306000, 65, 5006
308000, 73, 5057
310000, 72, 5136
312000, 60, 5117
