PH, moisture
82000, 74, 5086
84000, 72, 5190
86000, 76, 5124
88000, 64, 5135
90000, 66, 5095
92000, 78, 5076
94000, 72, 5133
96000, 62, 5113
98000, 76, 5001
100000, 77, 5086
102000, 63, 5178
104000, 61, 5015
106000, 76, 5166
108000, 78, 5014
110000, 64, 5028
112000, 74, 5091
114000, 77, 5027
116000, 65, 5087
118000, 71, 5120
120000, 62, 5151
122000, 69, 5166
124000, 62, 5162
126000, 70, 5148
128000, 61, 5047
130000, 60, 5071
132000, 64, 5089
134000, 69, 5180
136000, 70, 5027
138000, 62, 5118
140000, 75, 5072
142000, 61, 5100
144000, 74, 5146
146000, 63, 5073
148000, 73, 5168
150000, 69, 5034
152000, 78, 5155
154000, 68, 5153
156000, 66, 5061
158000, 66, 5178
160000, 72, 5142
162000, 60, 5001
164000, 75, 5183
166000, 66, 5175
168000, 68, 5030
170000, 60, 5043
172000, 77, 5191
174000, 73, 5116
176000, 78, 5110
178000, 60, 5062
180000, 61, 5163
182000, 62, 5017
184000, 72, 5087
186000, 60, 5063
188000, 63, 5102
190000, 73, 5134
192000, 64, 5184
194000, 62, 5033
196000, 72, 5128
198000, 62, 5063
200000, 70, 5014
202000, 75, 5096
204000, 72, 5084
206000, 78, 5123
208000, 73, 5149
210000, 66, 5152
212000, 60, 5137
214000, 76, 5021
216000, 62, 5027
218000, 72, 5103
220000, 72, 5112
222000, 68, 5130
224000, 79, 5036
226000, 79, 5097
228000, 71, 5009
230000, 60, 5049
232000, 63, 5002
234000, 60, 5184
236000, 67, 5091
238000, 79, 5059
240000, 79, 5074
242000, 66, 5046
244000, 68, 5139
246000, 63, 5160
248000, 72, 5037
250000, 64, 5074
252000, 62, 5104
254000, 66, 5014
256000, 61, 5093
258000, 79, 5106
260000, 69, 5157
262000, 70, 5162
264000, 63, 5076
266000, 63, 5160
268000, 69, 5122
270000, 68, 5028
272000, 67, 5177
274000, 70, 5134
276000, 71, 5196
278000, 73, 5121
280000, 67, 5149
282000, 77, 5185
284000, 64, 5027
286000, 61, 5147
288000, 65, 5039
290000, 75, 5070
292000, 75, 5135
294000, 71, 5006
296000, 65, 5108
298000, 71, 5015
300000, 63, 5055
302000, 72, 5199
304000, 76, 5190
306000, 79, 5113
308000, 72, 5069
310000, 66, 5071
312000, 74, 5169
314000, 66, 5181
316000, 79, 5090
318000, 61, 5174
320000, 78, 5095
322000, 63, 5013
324000, 63, 5064
