PH, moisture
82000, 63, 5117
84000, 75, 5167
86000, 70, 5135
88000, 70, 5056
90000, 72, 5054
92000, 69, 5119
94000, 72, 5129
96000, 77, 5167
98000, 74, 5182
100000, 73, 5047
102000, 70, 5130
104000, 78, 5116
106000, 77, 5194
108000, 68, 5197
110000, 70, 5151
112000, 76, 5194
114000, 78, 5105
116000, 65, 5019
118000, 72, 5074
120000, 71, 5101
122000, 67, 5010
124000, 68, 5193
126000, 72, 5148
128000, 65, 5023
130000, 68, 5032
132000, 78, 5190
134000, 67, 5056
136000, 67, 5126
138000, 68, 5107
140000, 76, 5114
142000, 64, 5085
144000, 65, 5176
146000, 74, 5168
148000, 78, 5195
150000, 61, 5020
152000, 63, 5057
154000, 63, 5126
156000, 77, 5193
158000, 75, 5015
160000, 75, 5100
162000, 76, 5192
164000, 72, 5085
166000, 60, 5008
168000, 74, 5110
170000, 62, 5027
172000, 65, 5176
174000, 69, 5170
176000, 64, 5055
178000, 68, 5065
180000, 78, 5112
182000, 71, 5194
184000, 71, 5124
186000, 68, 5173
188000, 72, 5191
190000, 66, 5180
192000, 67, 5003
194000, 79, 5052
196000, 77, 5012
198000, 71, 5108
200000, 75, 5126
202000, 67, 5172
204000, 77, 5154
206000, 77, 5162
208000, 79, 5020
210000, 72, 5026
212000, 69, 5067
214000, 70, 5188
216000, 62, 5046
218000, 76, 5094
220000, 62, 5134
222000, 71, 5167
224000, 72, 5014
226000, 68, 5181
228000, 77, 5198
230000, 75, 5181
232000, 77, 5114
234000, 71, 5062
236000, 70, 5042
238000, 69, 5009
240000, 62, 5014
242000, 61, 5077
244000, 70, 5059
246000, 65, 5113
248000, 67, 5001
250000, 70, 5167
252000, 60, 5121
254000, 64, 5021
256000, 74, 5154
258000, 72, 5185
260000, 74, 5024
262000, 64, 5098
264000, 79, 5082
266000, 62, 5044
268000, 67, 5163
270000, 75, 5144
272000, 64, 5033
274000, 65, 5027
276000, 72, 5107
278000, 75, 5013
280000, 75, 5105
282000, 77, 5011
284000, 79, 5065
286000, 76, 5128
288000, 60, 5129
290000, 66, 5072
292000, 68, 5128
294000, 69, 5124
296000, 60, 5088
298000, 71, 5176
300000, 68, 5124
302000, 62, 5180
304000, 74, 5134
306000, 62, 5087
308000, 71, 5165
310000, 77, 5078
312000, 70, 5163
314000, 78, 5050
316000, 64, 5055
318000, 66, 5008
320000, 77, 5107
322000, 70, 5135
324000, 71, 5174
326000, 75, 5028
328000, 71, 5180
330000, 77, 5169
332000, 69, 5008
334000, 77, 5138
336000, 78, 5002
338000, 73, 5117
340000, 71, 5097
342000, 62, 5024
344000, 79, 5184
346000, 73, 5125
348000, 64, 5149
350000, 66, 5088
352000, 77, 5007
354000, 70, 5079
356000, 67, 5187
358000, 72, 5077
360000, 62, 5183
362000, 69, 5029
364000, 61, 5096
366000, 63, 5130
368000, 71, 5087
370000, 68, 5040
372000, 64, 5087
374000, 69, 5055
376000, 73, 5067
378000, 67, 5165
380000, 70, 5123
382000, 65, 5093
384000, 76, 5014
386000, 66, 5083
388000, 62, 5057
390000, 60, 5181
392000, 79, 5168
394000, 70, 5139
396000, 63, 5044
398000, 74, 5001
400000, 73, 5157
402000, 76, 5161
404000, 75, 5145
406000, 73, 5068
408000, 73, 5003
410000, 65, 5080
412000, 75, 5125
414000, 61, 5024
416000, 76, 5009
418000, 66, 5112
420000, 63, 5181
422000, 76, 5193
424000, 78, 5081
426000, 64, 5185
428000, 78, 5113
430000, 71, 5162
432000, 76, 5154
434000, 72, 5055
436000, 76, 5088
438000, 78, 5018
440000, 73, 5054
442000, 70, 5096
444000, 78, 5169
446000, 70, 5104
448000, 70, 5107
450000, 63, 5160
452000, 73, 5181
454000, 72, 5020
456000, 64, 5114
458000, 61, 5116
460000, 79, 5132
462000, 79, 5086
464000, 62, 5137
466000, 76, 5127
468000, 72, 5061
470000, 79, 5032
472000, 76, 5029
474000, 79, 5144
476000, 66, 5005
478000, 63, 5127
480000, 73, 5060
482000, 78, 5188
484000, 77, 5160
486000, 63, 5058
488000, 78, 5075
490000, 61, 5003
492000, 78, 5098
494000, 70, 5199
496000, 67, 5124
498000, 60, 5016
500000, 70, 5197
502000, 76, 5016
504000, 66, 5195
506000, 74, 5013
508000, 63, 5130
510000, 63, 5116
512000, 63, 5110
514000, 71, 5128
516000, 71, 5174
518000, 60, 5067
520000, 72, 5003
522000, 67, 5174
524000, 73, 5190
526000, 67, 5087
528000, 79, 5159
530000, 71, 5026
532000, 67, 5139
534000, 71, 5032
536000, 60, 5155
538000, 60, 5022
540000, 70, 5163
542000, 73, 5119
544000, 69, 5013
546000, 75, 5162
548000, 78, 5168
550000, 61, 5103
552000, 76, 5124
554000, 64, 5149
556000, 64, 5017
558000, 77, 5045
560000, 66, 5090
562000, 74, 5143
564000, 73, 5047
566000, 75, 5187
568000, 63, 5016
570000, 70, 5074
572000, 71, 5073
574000, 63, 5001
576000, 69, 5014
578000, 73, 5058
580000, 76, 5004
582000, 77, 5185
584000, 68, 5107
586000, 70, 5073
588000, 70, 5022
590000, 62, 5155
592000, 78, 5053
594000, 79, 5038
596000, 72, 5157
598000, 76, 5005
600000, 78, 5138
602000, 68, 5022
604000, 79, 5147
606000, 70, 5016
608000, 64, 5031
610000, 68, 5088
612000, 78, 5066
614000, 77, 5136
616000, 67, 5171
618000, 76, 5079
620000, 70, 5099
622000, 62, 5086
624000, 70, 5094
626000, 65, 5090
628000, 63, 5006
630000, 79, 5147
632000, 68, 5182
634000, 64, 5129
636000, 78, 5081
638000, 76, 5017
640000, 72, 5155
642000, 76, 5134
644000, 71, 5199
646000, 68, 5132
648000, 62, 5017
650000, 67, 5052
652000, 68, 5135
654000, 75, 5192
656000, 73, 5055
658000, 60, 5111
660000, 62, 5177
662000, 76, 5029
664000, 66, 5074
666000, 73, 5122
668000, 76, 5162
670000, 74, 5187
672000, 66, 5046
674000, 75, 5066
676000, 67, 5029
678000, 64, 5082
680000, 60, 5097
682000, 64, 5148
684000, 75, 5010
686000, 79, 5091
688000, 70, 5024
690000, 63, 5155
692000, 79, 5176
694000, 68, 5159
696000, 73, 5037
698000, 74, 5026
700000, 65, 5057
702000, 70, 5177
704000, 69, 5076
706000, 69, 5057
708000, 69, 5083
710000, 67, 5090
712000, 79, 5128
714000, 61, 5147
716000, 65, 5090
718000, 64, 5191
720000, 73, 5194
722000, 77, 5079
724000, 73, 5095
726000, 76, 5167
728000, 61, 5158
730000, 73, 5118
732000, 74, 5142
734000, 65, 5024
736000, 70, 5008
738000, 67, 5150
740000, 71, 5137
742000, 67, 5078
744000, 75, 5158
746000, 78, 5151
748000, 60, 5169
750000, 72, 5189
752000, 68, 5184
754000, 63, 5136
756000, 63, 5003
758000, 68, 5013
760000, 67, 5119
762000, 79, 5139
764000, 76, 5112
766000, 79, 5181
768000, 66, 5169
770000, 63, 5139
772000, 65, 5134
774000, 61, 5111
776000, 78, 5086
778000, 71, 5127
780000, 66, 5088
782000, 64, 5036
784000, 62, 5055
786000, 70, 5192
788000, 78, 5199
790000, 74, 5013
792000, 66, 5017
794000, 74, 5013
796000, 75, 5107
798000, 60, 5144
800000, 79, 5076
802000, 60, 5068
804000, 61, 5106
806000, 79, 5189
808000, 67, 5079
810000, 75, 5099
812000, 76, 5191
814000, 79, 5015
816000, 74, 5020
818000, 60, 5187
820000, 67, 5187
822000, 78, 5030
824000, 66, 5138
826000, 78, 5160
828000, 64, 5134
830000, 61, 5076
832000, 68, 5138
834000, 67, 5194
836000, 71, 5099
838000, 62, 5009
840000, 79, 5085
842000, 79, 5187
844000, 62, 5181
846000, 76, 5167
848000, 73, 5129
850000, 64, 5034
852000, 66, 5102
854000, 79, 5139
856000, 79, 5196
858000, 60, 5111
860000, 78, 5004
862000, 71, 5023
864000, 70, 5081
866000, 63, 5018
868000, 71, 5126
870000, 79, 5064
872000, 72, 5189
874000, 78, 5041
876000, 76, 5095
878000, 77, 5150
880000, 69, 5028
882000, 66, 5049
884000, 65, 5191
886000, 74, 5074
888000, 73, 5017
890000, 63, 5164
892000, 79, 5150
894000, 76, 5177
896000, 70, 5151
