PH, moisture
82000, 61, 5178
84000, 70, 5002
86000, 73, 5077
88000, 65, 5027
90000, 67, 5071
92000, 64, 5015
94000, 74, 5148
96000, 72, 5035
98000, 75, 5197
100000, 72, 5146
102000, 69, 5184
104000, 63, 5112
106000, 71, 5118
108000, 63, 5147
110000, 72, 5095
112000, 62, 5053
114000, 65, 5035
116000, 65, 5108
118000, 60, 5112
120000, 72, 5158
122000, 73, 5149
124000, 64, 5143
126000, 60, 5084
128000, 71, 5100
130000, 61, 5142
132000, 67, 5002
134000, 64, 5020
136000, 68, 5187
138000, 70, 5035
140000, 69, 5082
142000, 67, 5177
144000, 78, 5199
146000, 62, 5184
148000, 61, 5155
150000, 71, 5170
152000, 79, 5108
154000, 61, 5090
156000, 64, 5196
158000, 75, 5158
160000, 65, 5076
162000, 73, 5151
164000, 60, 5053
166000, 71, 5041
168000, 71, 5062
170000, 62, 5140
172000, 79, 5087
174000, 78, 5199
176000, 79, 5181
178000, 73, 5147
180000, 68, 5029
182000, 78, 5154
184000, 72, 5065
186000, 75, 5008
188000, 75, 5137
190000, 68, 5185
192000, 72, 5167
194000, 60, 5070
196000, 71, 5142
198000, 71, 5000
200000, 77, 5000
202000, 66, 5040
204000, 68, 5131
206000, 64, 5089
208000, 60, 5006
210000, 61, 5170
212000, 79, 5178
214000, 63, 5031
216000, 79, 5018
218000, 68, 5147
220000, 65, 5150
222000, 60, 5015
224000, 64, 5139
226000, 70, 5002
228000, 60, 5128
230000, 72, 5020
232000, 76, 5040
234000, 73, 5032
236000, 70, 5078
238000, 67, 5135
240000, 75, 5042
242000, 62, 5041
244000, 79, 5031
246000, 71, 5182
248000, 71, 5025
250000, 65, 5149
252000, 73, 5135
254000, 64, 5172
256000, 73, 5157
258000, 77, 5091
260000, 73, 5108
262000, 73, 5018
264000, 70, 5108
266000, 64, 5126
268000, 65, 5144
270000, 67, 5181
272000, 63, 5198
274000, 62, 5165
276000, 62, 5055
278000, 66, 5088
280000, 79, 5005
282000, 74, 5046
284000, 73, 5068
286000, 61, 5114
288000, 65, 5060
290000, 79, 5127
292000, 69, 5078
294000, 63, 5021
296000, 67, 5088
298000, 62, 5187
300000, 79, 5019
302000, 74, 5094
304000, 79, 5097
306000, 66, 5070
308000, 61, 5048
310000, 66, 5116
312000, 71, 5075
314000, 74, 5165
316000, 79, 5016
318000, 69, 5143
320000, 63, 5080
322000, 75, 5052
324000, 73, 5075
326000, 76, 5033
328000, 73, 5120
330000, 67, 5067
332000, 68, 5186
334000, 71, 5073
336000, 72, 5011
338000, 73, 5160
340000, 79, 5062
342000, 67, 5039
344000, 79, 5063
346000, 70, 5164
348000, 63, 5109
350000, 75, 5134
352000, 60, 5151
354000, 61, 5099
356000, 67, 5198
358000, 78, 5015
360000, 66, 5145
362000, 67, 5167
364000, 72, 5080
366000, 68, 5124
368000, 71, 5047
370000, 73, 5173
372000, 70, 5197
374000, 66, 5146
376000, 69, 5105
378000, 68, 5166
380000, 74, 5132
