PH, moisture
82000, 63, 5026
84000, 65, 5033
86000, 67, 5130
88000, 68, 5116
90000, 78, 5120
92000, 70, 5162
94000, 78, 5130
96000, 77, 5004
98000, 74, 5167
100000, 78, 5118
102000, 70, 5099
104000, 64, 5025
106000, 68, 5135
108000, 68, 5093
110000, 68, 5127
112000, 72, 5166
114000, 61, 5184
116000, 73, 5080
118000, 63, 5029
120000, 64, 5004
122000, 66, 5027
124000, 72, 5040
126000, 64, 5132
128000, 74, 5199
130000, 79, 5078
132000, 77, 5083
134000, 62, 5155
136000, 68, 5057
138000, 74, 5086
140000, 78, 5073
142000, 70, 5026
144000, 64, 5165
146000, 74, 5129
148000, 60, 5060
150000, 70, 5108
152000, 79, 5141
154000, 62, 5195
156000, 78, 5082
158000, 68, 5111
160000, 67, 5163
162000, 63, 5121
164000, 63, 5157
166000, 71, 5183
168000, 61, 5048
170000, 73, 5005
172000, 73, 5129
174000, 75, 5112
176000, 63, 5177
178000, 70, 5045
180000, 62, 5118
182000, 73, 5076
184000, 63, 5181
186000, 75, 5179
188000, 78, 5095
190000, 62, 5012
192000, 76, 5158
194000, 78, 5109
196000, 76, 5047
198000, 68, 5062
200000, 65, 5034
202000, 64, 5012
204000, 63, 5056
206000, 71, 5081
208000, 75, 5032
210000, 73, 5040
212000, 78, 5197
214000, 67, 5179
216000, 77, 5082
218000, 79, 5052
220000, 60, 5158
222000, 77, 5059
224000, 61, 5140
226000, 67, 5162
228000, 69, 5017
230000, 75, 5070
232000, 66, 5038
234000, 62, 5149
236000, 74, 5106
238000, 70, 5026
240000, 75, 5074
242000, 69, 5163
244000, 60, 5093
246000, 70, 5015
248000, 69, 5127
250000, 70, 5048
252000, 70, 5081
254000, 66, 5043
256000, 60, 5061
258000, 60, 5148
260000, 68, 5141
262000, 60, 5088
264000, 66, 5082
266000, 75, 5169
268000, 79, 5054
270000, 78, 5105
272000, 70, 5075
274000, 73, 5123
276000, 74, 5134
278000, 64, 5067
280000, 77, 5036
282000, 70, 5180
284000, 79, 5177
286000, 65, 5114
288000, 69, 5022
290000, 62, 5078
292000, 78, 5160
294000, 60, 5058
296000, 60, 5040
298000, 65, 5180
300000, 67, 5048
302000, 73, 5083
304000, 62, 5003
306000, 77, 5114
308000, 68, 5063
310000, 63, 5096
312000, 60, 5129
314000, 60, 5024
316000, 69, 5158
318000, 65, 5023
320000, 60, 5171
322000, 75, 5154
324000, 66, 5110
326000, 70, 5184
328000, 74, 5133
330000, 66, 5180
332000, 67, 5110
334000, 74, 5173
336000, 74, 5049
338000, 63, 5124
340000, 60, 5086
342000, 78, 5130
344000, 62, 5126
346000, 70, 5040
348000, 74, 5054
350000, 66, 5196
352000, 79, 5098
354000, 71, 5013
356000, 64, 5069
358000, 67, 5045
360000, 63, 5046
362000, 65, 5063
364000, 62, 5133
366000, 61, 5045
368000, 64, 5045
