PH, moisture
82000, 78, 5021
84000, 72, 5054
86000, 68, 5168
88000, 76, 5154
90000, 72, 5189
92000, 68, 5010
94000, 62, 5028
96000, 71, 5079
98000, 75, 5044
100000, 79, 5047
102000, 66, 5009
104000, 67, 5190
106000, 72, 5048
108000, 75, 5111
110000, 62, 5114
112000, 61, 5149
114000, 73, 5064
116000, 70, 5143
118000, 68, 5103
120000, 79, 5040
122000, 63, 5158
124000, 77, 5097
126000, 66, 5173
128000, 61, 5047
130000, 67, 5171
132000, 75, 5178
134000, 69, 5072
136000, 65, 5058
138000, 68, 5062
140000, 73, 5129
142000, 73, 5059
144000, 69, 5106
146000, 77, 5193
148000, 77, 5030
150000, 69, 5109
152000, 72, 5078
154000, 76, 5016
156000, 66, 5141
158000, 66, 5175
160000, 62, 5097
162000, 67, 5148
164000, 73, 5164
166000, 67, 5042
168000, 72, 5189
170000, 75, 5062
172000, 72, 5062
174000, 65, 5152
176000, 65, 5176
178000, 73, 5055
180000, 76, 5198
182000, 71, 5041
184000, 71, 5004
186000, 64, 5168
188000, 64, 5084
190000, 66, 5044
192000, 72, 5145
194000, 75, 5135
196000, 66, 5179
198000, 74, 5148
200000, 66, 5196
202000, 63, 5030
204000, 62, 5163
206000, 62, 5105
208000, 61, 5087
210000, 71, 5146
212000, 79, 5135
214000, 63, 5128
216000, 63, 5075
218000, 73, 5043
220000, 79, 5015
222000, 69, 5098
224000, 62, 5055
226000, 63, 5074
228000, 67, 5014
230000, 71, 5168
232000, 75, 5024
234000, 75, 5163
236000, 68, 5033
238000, 62, 5038
240000, 78, 5195
242000, 60, 5034
244000, 73, 5161
246000, 61, 5011
248000, 64, 5153
250000, 77, 5000
252000, 75, 5096
254000, 79, 5086
256000, 78, 5114
258000, 66, 5077
260000, 65, 5161
262000, 63, 5186
264000, 79, 5141
266000, 71, 5157
268000, 73, 5018
270000, 77, 5103
272000, 71, 5042
274000, 74, 5009
276000, 78, 5092
278000, 60, 5167
280000, 64, 5035
282000, 78, 5106
284000, 62, 5084
286000, 65, 5029
288000, 65, 5025
290000, 74, 5019
292000, 68, 5139
294000, 60, 5017
296000, 78, 5011
298000, 78, 5034
300000, 68, 5130
302000, 72, 5188
304000, 76, 5135
306000, 72, 5119
308000, 64, 5117
310000, 75, 5106
312000, 70, 5189
314000, 67, 5054
316000, 65, 5134
318000, 62, 5154
320000, 77, 5098
322000, 60, 5030
324000, 63, 5033
326000, 69, 5155
328000, 74, 5047
330000, 61, 5133
332000, 66, 5179
334000, 65, 5088
336000, 60, 5069
338000, 63, 5169
340000, 74, 5167
342000, 65, 5073
344000, 73, 5131
346000, 68, 5119
348000, 60, 5184
350000, 75, 5148
352000, 71, 5096
354000, 67, 5117
356000, 70, 5034
358000, 79, 5124
360000, 71, 5040
362000, 66, 5141
364000, 72, 5128
366000, 69, 5186
368000, 73, 5013
370000, 66, 5008
372000, 67, 5037
374000, 74, 5159
376000, 71, 5039
378000, 71, 5074
380000, 75, 5008
382000, 73, 5021
384000, 70, 5012
386000, 66, 5122
388000, 73, 5198
390000, 60, 5042
392000, 78, 5082
394000, 69, 5034
396000, 72, 5032
398000, 70, 5154
400000, 74, 5034
402000, 64, 5068
404000, 70, 5091
406000, 73, 5166
408000, 60, 5135
410000, 70, 5057
412000, 70, 5023
414000, 72, 5165
416000, 69, 5175
418000, 63, 5033
420000, 75, 5059
422000, 76, 5141
424000, 79, 5020
426000, 71, 5084
428000, 70, 5134
430000, 78, 5004
432000, 75, 5165
434000, 75, 5035
436000, 78, 5088
438000, 70, 5140
440000, 72, 5021
442000, 73, 5106
444000, 74, 5154
446000, 78, 5005
448000, 70, 5124
450000, 74, 5143
452000, 66, 5014
454000, 79, 5050
456000, 62, 5184
458000, 62, 5010
460000, 71, 5061
462000, 63, 5080
464000, 74, 5143
466000, 70, 5069
468000, 61, 5047
470000, 65, 5083
472000, 67, 5166
474000, 79, 5143
476000, 74, 5176
478000, 70, 5074
480000, 74, 5075
482000, 72, 5160
484000, 76, 5092
486000, 69, 5147
488000, 67, 5018
490000, 79, 5077
492000, 76, 5024
494000, 66, 5115
496000, 63, 5164
498000, 70, 5124
500000, 70, 5131
502000, 75, 5086
504000, 69, 5078
506000, 77, 5064
508000, 75, 5019
510000, 67, 5032
512000, 77, 5107
514000, 61, 5051
516000, 62, 5184
518000, 62, 5197
520000, 65, 5045
522000, 71, 5053
524000, 63, 5046
526000, 64, 5084
528000, 62, 5056
530000, 73, 5160
532000, 61, 5018
534000, 64, 5099
536000, 62, 5043
538000, 79, 5007
540000, 69, 5152
542000, 60, 5008
544000, 69, 5117
546000, 69, 5008
548000, 67, 5003
550000, 69, 5081
552000, 65, 5132
554000, 65, 5094
556000, 69, 5017
558000, 61, 5145
560000, 63, 5184
562000, 66, 5112
564000, 67, 5132
566000, 72, 5072
568000, 61, 5113
570000, 64, 5110
572000, 63, 5035
574000, 67, 5052
576000, 70, 5044
578000, 61, 5042
580000, 64, 5072
582000, 73, 5166
584000, 74, 5018
586000, 60, 5059
588000, 77, 5066
590000, 76, 5146
592000, 62, 5084
594000, 65, 5035
596000, 60, 5116
598000, 73, 5060
600000, 79, 5133
602000, 78, 5113
604000, 71, 5124
606000, 60, 5144
608000, 74, 5124
610000, 71, 5013
612000, 78, 5134
614000, 77, 5022
616000, 72, 5190
618000, 74, 5052
620000, 78, 5186
622000, 71, 5063
624000, 65, 5108
626000, 60, 5187
628000, 70, 5068
630000, 70, 5133
632000, 65, 5148
634000, 75, 5138
636000, 68, 5026
638000, 67, 5108
640000, 78, 5083
642000, 69, 5147
644000, 66, 5141
646000, 75, 5158
648000, 60, 5173
650000, 72, 5096
652000, 78, 5171
654000, 68, 5123
656000, 69, 5042
658000, 64, 5180
660000, 73, 5019
662000, 65, 5135
664000, 69, 5135
666000, 63, 5089
668000, 72, 5044
670000, 62, 5068
672000, 72, 5120
674000, 64, 5106
676000, 63, 5073
678000, 73, 5059
680000, 71, 5020
682000, 64, 5162
684000, 64, 5125
686000, 62, 5142
688000, 67, 5079
690000, 74, 5017
692000, 78, 5015
694000, 76, 5006
696000, 74, 5094
698000, 70, 5127
700000, 67, 5100
702000, 63, 5173
704000, 74, 5058
706000, 60, 5090
708000, 71, 5055
710000, 71, 5030
712000, 72, 5145
714000, 72, 5061
716000, 77, 5114
718000, 79, 5056
720000, 79, 5013
722000, 73, 5053
724000, 66, 5194
726000, 61, 5016
728000, 67, 5021
730000, 66, 5138
732000, 69, 5097
734000, 61, 5043
736000, 79, 5059
738000, 61, 5152
740000, 70, 5106
742000, 61, 5188
744000, 69, 5164
746000, 61, 5036
748000, 65, 5006
750000, 76, 5172
752000, 75, 5196
754000, 74, 5179
756000, 71, 5056
758000, 61, 5059
760000, 69, 5028
762000, 65, 5193
764000, 72, 5169
766000, 73, 5016
768000, 68, 5020
770000, 78, 5101
772000, 61, 5093
774000, 68, 5000
776000, 75, 5129
778000, 74, 5075
780000, 64, 5011
782000, 78, 5039
784000, 70, 5069
786000, 61, 5094
788000, 70, 5153
790000, 61, 5179
792000, 73, 5063
794000, 61, 5143
796000, 60, 5190
798000, 62, 5141
800000, 67, 5049
802000, 62, 5117
804000, 76, 5076
806000, 74, 5029
808000, 70, 5158
810000, 71, 5143
812000, 72, 5018
814000, 74, 5152
816000, 63, 5165
818000, 76, 5145
820000, 77, 5005
822000, 61, 5094
824000, 60, 5147
826000, 60, 5122
828000, 79, 5075
830000, 76, 5170
832000, 76, 5033
834000, 76, 5157
836000, 74, 5168
838000, 73, 5102
840000, 77, 5068
842000, 75, 5150
844000, 71, 5014
846000, 76, 5119
848000, 74, 5126
850000, 79, 5039
852000, 71, 5162
854000, 69, 5148
856000, 75, 5049
858000, 62, 5027
860000, 71, 5115
862000, 64, 5001
864000, 64, 5168
866000, 71, 5043
868000, 65, 5074
870000, 77, 5142
872000, 73, 5173
874000, 68, 5093
876000, 73, 5196
878000, 63, 5127
880000, 68, 5158
882000, 66, 5128
884000, 61, 5074
886000, 74, 5146
888000, 73, 5035
890000, 72, 5120
892000, 75, 5066
894000, 77, 5071
896000, 79, 5059
898000, 73, 5110
900000, 62, 5035
902000, 63, 5178
904000, 72, 5132
906000, 79, 5003
908000, 60, 5120
