PH, moisture
82000, 68, 5093
84000, 73, 5120
86000, 77, 5142
88000, 69, 5044
90000, 61, 5185
92000, 76, 5182
94000, 74, 5068
96000, 70, 5093
98000, 71, 5018
100000, 65, 5173
102000, 66, 5043
104000, 76, 5034
106000, 69, 5185
108000, 77, 5188
110000, 73, 5106
112000, 72, 5104
114000, 70, 5060
116000, 64, 5069
118000, 60, 5115
120000, 78, 5134
122000, 68, 5001
124000, 75, 5182
126000, 70, 5036
128000, 75, 5130
130000, 60, 5156
132000, 77, 5055
134000, 76, 5082
136000, 62, 5198
138000, 77, 5111
140000, 62, 5050
142000, 63, 5117
144000, 74, 5004
146000, 66, 5025
148000, 70, 5030
150000, 61, 5118
152000, 78, 5109
154000, 73, 5157
156000, 61, 5063
158000, 67, 5080
160000, 76, 5007
162000, 68, 5146
164000, 69, 5114
166000, 78, 5039
168000, 68, 5191
170000, 66, 5067
172000, 79, 5109
174000, 62, 5059
176000, 67, 5000
178000, 60, 5013
180000, 75, 5105
182000, 77, 5168
184000, 78, 5022
186000, 61, 5076
188000, 62, 5165
190000, 78, 5144
192000, 70, 5042
194000, 66, 5020
196000, 62, 5057
198000, 68, 5097
200000, 68, 5145
202000, 74, 5011
204000, 77, 5196
206000, 67, 5037
208000, 60, 5117
210000, 75, 5175
212000, 60, 5173
214000, 65, 5162
216000, 65, 5112
218000, 64, 5106
220000, 69, 5125
222000, 68, 5085
224000, 60, 5063
226000, 72, 5176
228000, 60, 5141
230000, 62, 5055
232000, 72, 5179
234000, 66, 5040
236000, 73, 5039
238000, 78, 5045
240000, 63, 5045
242000, 67, 5160
244000, 62, 5070
246000, 72, 5124
248000, 72, 5078
250000, 73, 5039
252000, 75, 5176
254000, 74, 5107
256000, 62, 5173
258000, 66, 5039
260000, 75, 5101
262000, 79, 5183
264000, 71, 5028
266000, 68, 5010
268000, 69, 5014
270000, 76, 5136
272000, 61, 5146
274000, 68, 5123
276000, 78, 5191
278000, 64, 5064
280000, 70, 5002
282000, 77, 5025
