PH, moisture
82000, 79, 5157
84000, 61, 5129
86000, 75, 5063
88000, 65, 5146
90000, 64, 5015
92000, 66, 5151
94000, 61, 5033
96000, 69, 5172
98000, 60, 5146
100000, 66, 5157
102000, 62, 5049
104000, 65, 5010
106000, 64, 5155
108000, 72, 5065
110000, 71, 5048
112000, 64, 5071
114000, 74, 5163
116000, 67, 5178
118000, 65, 5144
120000, 60, 5172
122000, 67, 5003
124000, 76, 5124
126000, 79, 5015
128000, 69, 5088
130000, 78, 5018
132000, 65, 5122
134000, 64, 5004
136000, 69, 5165
138000, 79, 5108
140000, 70, 5047
142000, 61, 5040
144000, 71, 5151
146000, 75, 5060
148000, 68, 5013
150000, 73, 5194
152000, 71, 5101
154000, 64, 5179
156000, 63, 5138
158000, 74, 5080
160000, 73, 5022
162000, 75, 5093
164000, 70, 5018
166000, 77, 5048
168000, 71, 5087
170000, 70, 5126
172000, 64, 5085
174000, 68, 5075
176000, 76, 5061
178000, 75, 5073
180000, 76, 5109
182000, 64, 5171
184000, 68, 5022
186000, 63, 5079
188000, 60, 5188
190000, 69, 5063
192000, 63, 5001
194000, 69, 5066
196000, 68, 5149
198000, 70, 5158
200000, 64, 5144
202000, 68, 5094
204000, 72, 5051
206000, 78, 5028
208000, 75, 5002
210000, 77, 5037
212000, 60, 5179
214000, 65, 5149
216000, 79, 5114
218000, 64, 5177
220000, 76, 5185
222000, 75, 5176
224000, 71, 5038
226000, 66, 5184
228000, 76, 5079
230000, 67, 5120
232000, 78, 5102
234000, 75, 5162
236000, 69, 5005
238000, 73, 5003
240000, 78, 5130
242000, 68, 5175
244000, 65, 5111
246000, 62, 5026
248000, 60, 5020
250000, 72, 5151
252000, 67, 5013
254000, 61, 5046
256000, 79, 5130
258000, 73, 5121
260000, 73, 5022
262000, 65, 5073
264000, 76, 5179
266000, 74, 5094
268000, 71, 5050
270000, 73, 5104
272000, 71, 5017
274000, 72, 5021
276000, 76, 5179
278000, 66, 5001
280000, 71, 5101
282000, 72, 5014
284000, 64, 5106
286000, 65, 5186
288000, 73, 5119
290000, 67, 5169
292000, 76, 5186
294000, 62, 5102
296000, 68, 5079
298000, 65, 5199
300000, 71, 5159
302000, 69, 5094
304000, 61, 5049
306000, 60, 5006
308000, 67, 5043
310000, 72, 5119
312000, 79, 5087
314000, 69, 5022
316000, 63, 5021
318000, 73, 5010
320000, 76, 5056
322000, 69, 5046
324000, 70, 5144
326000, 65, 5038
328000, 75, 5198
330000, 61, 5051
332000, 75, 5092
334000, 68, 5081
336000, 71, 5115
338000, 64, 5181
340000, 76, 5135
342000, 74, 5095
344000, 72, 5046
346000, 68, 5031
348000, 76, 5141
350000, 71, 5097
352000, 68, 5054
354000, 71, 5109
356000, 77, 5019
358000, 79, 5193
360000, 78, 5157
362000, 76, 5170
364000, 74, 5137
366000, 68, 5153
368000, 72, 5167
370000, 78, 5091
372000, 79, 5188
374000, 69, 5132
376000, 71, 5012
378000, 73, 5111
380000, 70, 5160
382000, 70, 5114
384000, 66, 5015
386000, 60, 5125
388000, 73, 5044
390000, 74, 5120
392000, 78, 5136
394000, 65, 5018
396000, 78, 5166
398000, 67, 5068
400000, 76, 5133
402000, 78, 5116
404000, 75, 5031
406000, 62, 5090
408000, 61, 5165
410000, 62, 5004
412000, 63, 5058
414000, 66, 5152
416000, 66, 5197
418000, 61, 5044
420000, 63, 5154
422000, 75, 5017
424000, 76, 5054
426000, 79, 5107
428000, 74, 5055
430000, 73, 5056
432000, 70, 5069
434000, 60, 5079
436000, 68, 5108
438000, 71, 5116
440000, 74, 5038
442000, 62, 5092
444000, 71, 5179
446000, 70, 5084
448000, 64, 5121
450000, 64, 5031
452000, 69, 5124
454000, 70, 5089
456000, 67, 5165
458000, 78, 5028
460000, 77, 5037
462000, 73, 5016
464000, 62, 5173
466000, 77, 5141
468000, 79, 5018
470000, 74, 5178
472000, 70, 5055
474000, 77, 5068
476000, 70, 5036
478000, 72, 5196
480000, 60, 5162
482000, 74, 5099
484000, 78, 5126
486000, 72, 5197
488000, 65, 5117
490000, 71, 5069
492000, 64, 5147
494000, 76, 5015
496000, 65, 5051
498000, 64, 5089
500000, 66, 5190
502000, 79, 5001
504000, 72, 5085
506000, 67, 5026
508000, 69, 5014
510000, 76, 5078
512000, 65, 5166
514000, 76, 5105
516000, 62, 5137
518000, 68, 5193
520000, 74, 5016
522000, 64, 5095
524000, 79, 5136
526000, 79, 5031
528000, 72, 5082
530000, 66, 5065
532000, 68, 5007
534000, 72, 5120
536000, 68, 5165
538000, 66, 5131
540000, 72, 5063
542000, 71, 5189
544000, 69, 5124
546000, 79, 5077
548000, 66, 5024
550000, 75, 5027
552000, 66, 5169
554000, 70, 5164
556000, 72, 5179
558000, 66, 5142
560000, 70, 5063
562000, 66, 5195
564000, 74, 5071
566000, 61, 5155
568000, 70, 5077
570000, 75, 5180
572000, 61, 5141
574000, 67, 5063
576000, 65, 5092
578000, 69, 5146
580000, 74, 5159
582000, 65, 5179
584000, 79, 5011
586000, 61, 5189
588000, 70, 5067
590000, 76, 5157
592000, 73, 5084
594000, 63, 5068
596000, 62, 5184
598000, 72, 5132
600000, 61, 5020
602000, 78, 5002
604000, 78, 5183
606000, 61, 5167
608000, 60, 5191
610000, 65, 5120
612000, 67, 5022
614000, 62, 5131
616000, 63, 5035
618000, 66, 5068
620000, 65, 5193
622000, 77, 5059
624000, 69, 5195
626000, 60, 5129
628000, 78, 5040
630000, 76, 5090
632000, 72, 5029
634000, 64, 5163
636000, 79, 5082
638000, 74, 5024
640000, 65, 5142
642000, 78, 5065
644000, 72, 5126
646000, 64, 5070
648000, 76, 5133
650000, 77, 5191
652000, 68, 5144
654000, 67, 5024
656000, 74, 5046
658000, 78, 5100
660000, 64, 5154
662000, 66, 5037
664000, 66, 5011
666000, 77, 5148
668000, 65, 5030
670000, 68, 5164
672000, 73, 5149
674000, 77, 5106
676000, 61, 5073
678000, 64, 5124
680000, 64, 5196
682000, 63, 5085
684000, 74, 5010
686000, 75, 5012
688000, 74, 5180
690000, 78, 5165
692000, 71, 5035
694000, 63, 5041
696000, 76, 5112
698000, 67, 5080
700000, 74, 5092
702000, 67, 5000
704000, 75, 5100
706000, 70, 5049
708000, 64, 5032
710000, 71, 5075
712000, 76, 5175
714000, 62, 5056
716000, 73, 5051
718000, 77, 5167
720000, 77, 5143
722000, 69, 5120
724000, 67, 5038
726000, 73, 5192
728000, 70, 5011
730000, 72, 5151
732000, 76, 5017
734000, 76, 5028
736000, 75, 5077
738000, 78, 5138
740000, 75, 5137
742000, 68, 5050
744000, 71, 5064
746000, 70, 5066
748000, 72, 5032
750000, 77, 5094
752000, 65, 5154
754000, 62, 5179
756000, 65, 5028
758000, 76, 5009
760000, 69, 5199
762000, 75, 5128
764000, 69, 5048
766000, 65, 5028
768000, 60, 5080
770000, 71, 5065
772000, 70, 5110
774000, 68, 5103
776000, 63, 5106
778000, 75, 5024
780000, 65, 5149
782000, 73, 5147
784000, 71, 5169
786000, 70, 5004
788000, 71, 5154
790000, 77, 5056
792000, 78, 5004
794000, 69, 5181
796000, 72, 5021
798000, 60, 5176
800000, 64, 5176
802000, 79, 5012
804000, 64, 5102
806000, 71, 5170
808000, 67, 5117
810000, 66, 5100
812000, 70, 5045
814000, 70, 5065
816000, 70, 5083
818000, 66, 5116
820000, 65, 5184
822000, 71, 5182
824000, 60, 5085
826000, 71, 5157
828000, 61, 5112
830000, 63, 5100
832000, 69, 5076
834000, 77, 5076
836000, 65, 5075
838000, 78, 5130
840000, 65, 5033
842000, 75, 5113
844000, 77, 5062
846000, 67, 5081
848000, 63, 5013
850000, 74, 5188
852000, 74, 5185
854000, 61, 5168
856000, 78, 5027
858000, 62, 5052
860000, 62, 5049
862000, 78, 5151
864000, 62, 5018
866000, 73, 5032
868000, 67, 5035
870000, 62, 5157
872000, 78, 5130
874000, 74, 5171
876000, 62, 5092
878000, 66, 5008
880000, 64, 5061
882000, 60, 5128
884000, 69, 5054
886000, 78, 5094
888000, 62, 5073
890000, 75, 5018
892000, 75, 5085
894000, 72, 5116
896000, 67, 5168
898000, 75, 5126
900000, 75, 5126
902000, 71, 5056
904000, 77, 5014
906000, 79, 5094
908000, 72, 5043
910000, 63, 5107
912000, 79, 5078
914000, 70, 5082
916000, 63, 5158
918000, 69, 5031
920000, 61, 5019
922000, 79, 5141
924000, 66, 5055
926000, 65, 5146
928000, 72, 5100
930000, 66, 5142
932000, 64, 5055
934000, 70, 5032
936000, 69, 5105
938000, 64, 5052
940000, 65, 5130
942000, 78, 5085
944000, 67, 5045
946000, 72, 5170
948000, 64, 5190
950000, 76, 5125
952000, 66, 5083
954000, 60, 5047
956000, 68, 5007
958000, 73, 5127
960000, 69, 5105
962000, 68, 5002
964000, 66, 5029
966000, 61, 5051
968000, 79, 5174
970000, 75, 5085
972000, 60, 5044
974000, 61, 5089
976000, 61, 5028
978000, 63, 5011
980000, 66, 5153
982000, 71, 5197
984000, 74, 5042
986000, 60, 5104
988000, 67, 5123
990000, 72, 5059
992000, 75, 5183
994000, 62, 5076
996000, 72, 5132
998000, 71, 5197
1000000, 73, 5161
1002000, 79, 5114
1004000, 62, 5012
1006000, 67, 5108
1008000, 63, 5007
1010000, 60, 5160
1012000, 76, 5097
1014000, 64, 5032
1016000, 71, 5019
1018000, 75, 5116
1020000, 60, 5039
1022000, 60, 5012
1024000, 78, 5045
1026000, 65, 5052
1028000, 65, 5155
1030000, 61, 5060
1032000, 62, 5016
1034000, 75, 5141
1036000, 60, 5092
1038000, 73, 5121
1040000, 63, 5128
1042000, 68, 5158
1044000, 72, 5018
1046000, 77, 5099
1048000, 61, 5055
1050000, 72, 5187
1052000, 69, 5045
1054000, 61, 5056
1056000, 71, 5130
1058000, 64, 5028
1060000, 66, 5147
1062000, 71, 5065
