temperature (C)
90000, 2086
100000, 2084
110000, 1920
120000, 1937
130000, 1927
140000, 1953
150000, 1913
160000, 1978
170000, 2041
180000, 1929
190000, 2068
200000, 2081
210000, 2082
220000, 1910
230000, 2056
240000, 2021
250000, 2055
260000, 1900
270000, 2048
280000, 1911
290000, 2042
300000, 2011
310000, 1984
320000, 2082
330000, 2023
340000, 1924
350000, 1995
360000, 1962
370000, 2069
380000, 2060
390000, 1951
400000, 1985
410000, 2047
420000, 2030
430000, 1944
440000, 2070
450000, 1959
460000, 1922
470000, 2046
480000, 2029
490000, 1906
500000, 2066
510000, 1901
520000, 1903
530000, 1909
540000, 1998
550000, 1993
560000, 1954
570000, 1972
580000, 2081
590000, 2028
600000, 1940
610000, 1933
620000, 1952
630000, 2079
640000, 2007
650000, 1968
660000, 2008
670000, 2095
680000, 1972
690000, 2020
700000, 2005
710000, 1938
720000, 2031
730000, 1978
740000, 2042
750000, 1924
760000, 1943
770000, 2084
780000, 1925
790000, 2046
800000, 1964
810000, 1903
820000, 1994
830000, 2059
840000, 2081
850000, 1913
860000, 2090
870000, 1993
880000, 1957
890000, 1901
900000, 2027
910000, 2014
920000, 2091
930000, 1905
940000, 1982
950000, 2093
960000, 2074
970000, 1901
980000, 2088
990000, 2097
1000000, 2025
1010000, 1972
1020000, 1968
1030000, 1975
1040000, 2036
1050000, 2064
1060000, 2017
1070000, 1959
1080000, 2023
1090000, 1953
1100000, 2040
1110000, 2007
1120000, 2019
1130000, 1963
1140000, 1993
1150000, 2071
1160000, 1901
1170000, 1921
1180000, 2063
1190000, 1914
1200000, 2047
1210000, 2029
1220000, 2022
1230000, 2040
1240000, 1980
1250000, 2002
1260000, 1902
1270000, 1988
1280000, 2006
1290000, 1924
1300000, 1955
1310000, 1914
1320000, 2062
1330000, 2093
1340000, 1926
1350000, 1918
1360000, 1938
1370000, 1995
1380000, 1931
1390000, 1979
1400000, 1969
1410000, 2073
1420000, 2008
1430000, 1994
1440000, 1919
1450000, 1907
1460000, 2002
1470000, 2044
1480000, 2064
1490000, 1922
1500000, 1983
1510000, 1909
1520000, 2077
1530000, 1991
1540000, 1914
1550000, 2071
1560000, 2047
1570000, 2051
1580000, 1913
1590000, 1958
1600000, 1969
1610000, 1917
1620000, 2043
1630000, 1911
1640000, 1947
1650000, 1974
1660000, 2039
1670000, 2047
1680000, 1929
1690000, 1999
1700000, 2036
1710000, 2031
1720000, 2065
1730000, 2003
1740000, 1954
1750000, 2058
1760000, 1904
1770000, 1952
1780000, 2082
1790000, 1952
