PH, moisture
82000, 79, 5196
84000, 77, 5044
86000, 79, 5025
88000, 79, 5069
90000, 63, 5155
92000, 76, 5122
94000, 62, 5082
96000, 72, 5065
98000, 68, 5118
100000, 70, 5043
102000, 78, 5020
104000, 73, 5099
106000, 61, 5061
108000, 68, 5138
110000, 65, 5056
112000, 74, 5015
114000, 75, 5040
116000, 76, 5019
118000, 69, 5052
120000, 69, 5067
122000, 69, 5077
124000, 69, 5102
126000, 70, 5119
128000, 79, 5014
130000, 71, 5057
132000, 73, 5093
134000, 68, 5117
136000, 64, 5020
138000, 70, 5114
140000, 79, 5157
142000, 60, 5005
144000, 73, 5050
146000, 63, 5183
148000, 60, 5157
150000, 79, 5091
152000, 65, 5056
154000, 77, 5196
156000, 65, 5115
158000, 69, 5175
160000, 65, 5188
162000, 61, 5094
164000, 77, 5122
166000, 79, 5197
168000, 68, 5114
170000, 65, 5046
172000, 64, 5184
174000, 69, 5014
176000, 79, 5075
178000, 60, 5080
180000, 65, 5109
182000, 61, 5120
184000, 75, 5005
186000, 73, 5149
188000, 69, 5112
190000, 63, 5023
192000, 60, 5139
194000, 66, 5114
196000, 70, 5072
198000, 76, 5119
200000, 62, 5103
202000, 69, 5018
204000, 73, 5036
206000, 76, 5163
208000, 61, 5108
210000, 60, 5169
212000, 70, 5142
214000, 71, 5132
216000, 60, 5022
218000, 74, 5037
220000, 69, 5041
222000, 71, 5182
224000, 72, 5106
226000, 62, 5158
228000, 73, 5132
230000, 76, 5142
232000, 70, 5136
234000, 79, 5037
236000, 63, 5155
238000, 69, 5149
240000, 65, 5080
242000, 65, 5163
244000, 66, 5066
246000, 64, 5143
248000, 79, 5063
250000, 74, 5045
252000, 65, 5124
254000, 75, 5054
256000, 73, 5173
258000, 70, 5021
260000, 71, 5198
262000, 77, 5095
264000, 77, 5008
266000, 76, 5058
268000, 64, 5012
270000, 78, 5088
272000, 69, 5169
274000, 75, 5006
276000, 65, 5034
278000, 65, 5086
280000, 68, 5124
282000, 67, 5138
284000, 62, 5006
286000, 69, 5049
288000, 63, 5054
290000, 67, 5171
292000, 60, 5021
294000, 73, 5018
296000, 72, 5009
298000, 76, 5141
300000, 76, 5127
302000, 70, 5154
304000, 62, 5127
306000, 79, 5117
308000, 65, 5187
310000, 74, 5157
312000, 60, 5020
314000, 62, 5035
316000, 69, 5149
318000, 72, 5133
320000, 68, 5049
322000, 65, 5078
324000, 75, 5032
326000, 70, 5094
328000, 65, 5119
330000, 69, 5093
332000, 71, 5064
334000, 76, 5046
336000, 71, 5170
338000, 64, 5182
340000, 62, 5101
342000, 77, 5158
344000, 63, 5035
346000, 64, 5118
348000, 76, 5036
350000, 68, 5087
352000, 69, 5062
354000, 73, 5070
356000, 79, 5163
358000, 73, 5150
360000, 65, 5141
362000, 75, 5116
364000, 78, 5175
366000, 60, 5090
368000, 70, 5049
370000, 66, 5053
372000, 79, 5026
374000, 65, 5106
376000, 78, 5191
378000, 67, 5177
380000, 71, 5018
382000, 62, 5087
384000, 61, 5171
386000, 74, 5160
388000, 64, 5182
390000, 66, 5019
392000, 66, 5150
394000, 75, 5055
396000, 79, 5095
398000, 72, 5098
400000, 67, 5099
402000, 61, 5035
404000, 67, 5114
406000, 73, 5088
408000, 61, 5138
410000, 79, 5161
412000, 75, 5055
414000, 73, 5006
416000, 75, 5161
418000, 73, 5113
420000, 69, 5165
422000, 78, 5192
424000, 77, 5052
426000, 73, 5079
428000, 61, 5048
430000, 60, 5016
432000, 66, 5028
434000, 66, 5118
436000, 69, 5096
438000, 71, 5166
440000, 64, 5014
442000, 75, 5061
444000, 65, 5034
446000, 67, 5063
448000, 68, 5018
450000, 74, 5123
452000, 66, 5145
454000, 79, 5069
456000, 66, 5194
458000, 77, 5041
460000, 77, 5153
462000, 63, 5193
464000, 72, 5184
466000, 77, 5191
468000, 78, 5020
470000, 68, 5177
472000, 65, 5169
474000, 77, 5073
476000, 68, 5179
478000, 76, 5130
480000, 61, 5189
482000, 72, 5078
484000, 68, 5137
486000, 79, 5090
488000, 62, 5176
490000, 79, 5082
492000, 79, 5177
494000, 78, 5113
496000, 77, 5170
498000, 68, 5106
500000, 66, 5113
502000, 73, 5171
504000, 64, 5092
506000, 78, 5020
508000, 71, 5037
510000, 72, 5132
512000, 75, 5155
514000, 63, 5175
516000, 73, 5087
518000, 67, 5061
520000, 69, 5092
522000, 62, 5165
524000, 77, 5108
526000, 66, 5118
528000, 75, 5056
530000, 67, 5158
532000, 64, 5060
534000, 61, 5023
536000, 75, 5116
538000, 70, 5106
540000, 73, 5191
542000, 66, 5092
544000, 74, 5057
