PH, moisture
82000, 63, 5048
84000, 72, 5041
86000, 65, 5059
88000, 74, 5176
90000, 76, 5154
92000, 60, 5137
94000, 60, 5080
96000, 76, 5014
98000, 63, 5120
100000, 66, 5063
102000, 74, 5049
104000, 73, 5028
106000, 72, 5017
108000, 74, 5003
110000, 77, 5027
112000, 67, 5144
114000, 71, 5118
116000, 68, 5152
118000, 64, 5165
120000, 75, 5047
122000, 76, 5187
124000, 61, 5183
126000, 76, 5082
128000, 71, 5069
130000, 68, 5012
132000, 69, 5134
134000, 79, 5024
136000, 60, 5022
138000, 71, 5149
140000, 77, 5176
142000, 69, 5159
144000, 64, 5100
146000, 78, 5133
148000, 74, 5033
150000, 65, 5143
152000, 68, 5186
154000, 60, 5055
156000, 75, 5132
158000, 79, 5069
160000, 67, 5132
162000, 63, 5011
164000, 73, 5078
166000, 63, 5186
168000, 63, 5035
170000, 71, 5030
172000, 65, 5155
174000, 72, 5140
176000, 70, 5023
178000, 78, 5097
180000, 73, 5094
182000, 62, 5197
184000, 69, 5175
186000, 61, 5143
188000, 67, 5141
190000, 65, 5027
192000, 67, 5025
194000, 60, 5051
196000, 66, 5153
198000, 78, 5147
200000, 66, 5082
202000, 78, 5005
204000, 76, 5145
206000, 62, 5092
208000, 70, 5137
210000, 77, 5077
212000, 79, 5180
214000, 79, 5192
216000, 73, 5061
218000, 71, 5149
220000, 66, 5114
222000, 62, 5080
224000, 63, 5069
226000, 63, 5004
228000, 61, 5084
230000, 71, 5096
232000, 72, 5199
234000, 78, 5186
236000, 68, 5090
238000, 60, 5004
240000, 70, 5126
242000, 67, 5156
244000, 70, 5074
246000, 72, 5132
248000, 78, 5129
250000, 65, 5001
252000, 61, 5138
254000, 77, 5065
256000, 69, 5013
258000, 73, 5075
260000, 63, 5168
262000, 73, 5066
264000, 69, 5007
266000, 69, 5142
268000, 76, 5171
270000, 73, 5161
272000, 63, 5169
274000, 65, 5155
276000, 76, 5088
278000, 66, 5114
280000, 72, 5004
282000, 60, 5152
284000, 65, 5186
286000, 79, 5104
288000, 65, 5051
290000, 67, 5136
292000, 71, 5022
294000, 74, 5014
296000, 70, 5169
298000, 60, 5023
300000, 67, 5071
302000, 78, 5153
304000, 71, 5191
306000, 62, 5110
308000, 65, 5052
310000, 65, 5123
312000, 68, 5055
314000, 62, 5189
316000, 60, 5047
318000, 72, 5119
320000, 74, 5027
322000, 69, 5051
324000, 79, 5041
326000, 63, 5020
328000, 69, 5013
330000, 67, 5185
332000, 76, 5057
334000, 79, 5189
336000, 61, 5148
338000, 74, 5167
340000, 65, 5147
342000, 72, 5026
344000, 68, 5030
346000, 74, 5096
348000, 63, 5191
350000, 63, 5186
352000, 66, 5029
354000, 78, 5108
356000, 77, 5040
358000, 62, 5039
360000, 61, 5197
362000, 74, 5102
364000, 64, 5138
366000, 60, 5130
368000, 69, 5143
370000, 72, 5171
372000, 72, 5110
374000, 76, 5065
376000, 62, 5087
378000, 70, 5129
380000, 61, 5030
382000, 66, 5004
384000, 78, 5080
386000, 63, 5121
388000, 74, 5146
390000, 71, 5193
392000, 66, 5147
394000, 65, 5019
396000, 66, 5035
398000, 75, 5052
400000, 70, 5153
402000, 70, 5131
404000, 79, 5158
406000, 63, 5014
408000, 70, 5162
410000, 79, 5149
412000, 61, 5167
414000, 71, 5082
416000, 70, 5127
418000, 68, 5194
420000, 75, 5143
422000, 77, 5022
424000, 79, 5191
426000, 67, 5143
428000, 66, 5182
430000, 60, 5059
432000, 61, 5134
434000, 71, 5173
436000, 79, 5175
438000, 60, 5191
440000, 78, 5047
442000, 61, 5168
444000, 67, 5199
446000, 75, 5023
448000, 63, 5127
450000, 70, 5130
452000, 63, 5132
454000, 63, 5076
456000, 69, 5119
458000, 61, 5108
460000, 67, 5065
462000, 65, 5124
464000, 62, 5078
466000, 70, 5097
468000, 73, 5085
470000, 72, 5127
472000, 79, 5149
474000, 67, 5098
476000, 65, 5180
478000, 76, 5122
480000, 75, 5084
482000, 73, 5084
484000, 74, 5038
486000, 67, 5054
488000, 76, 5107
490000, 76, 5078
492000, 65, 5178
494000, 74, 5043
496000, 71, 5003
498000, 67, 5153
500000, 74, 5024
502000, 70, 5114
